Transcript_ID	Transcript_ID	Gene_ID	Description	IO_Read_Count	IX_Read_Count	NO_Read_Count	NX_Read_Count	IO_FPKM	IX_FPKM	NO_FPKM	NX_FPKM
Os06g0268700	Os06t0268700-01	.	.	43	166	86	482	21.865568	37.135086	34.788452	45.624645
Os01g0268733	Os01t0268733-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os06g0268750	Os06t0268750-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os03g0268750	Os03t0268750-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0268800	Os01t0268800-01,Os01t0268800-02	.	.	18	144	100	485	12.297798	43.317842	54.122091	61.788839
Os06g0268800	Os06t0268800-01,Os06t0268800-02	.	.	0	46	28	111	0.0	13.901987	12.927667	11.173462
Os09g0268800	Os09t0268800-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0268800	Os07t0268800-01	.	.	2	0	0	8	0.867838	0.0	0.0	0.61431
Os03g0268900	Os03t0268900-01,Os03t0268900-02	.	.	22	35	40	104	21.388586	14.645497	30.964317	18.85507
Os06g0268900	Os06t0268900-01	.	.	0	0	4	2	0.0	0.0	6.214838	0.756969
Os08g0268900	Os08t0268900-01	.	.	15	28	10	54	4.478919	3.749461	2.409397	3.037069
Os01g0268900	Os01t0268900-01	.	.	0	15	0	35	0.0	6.19031	0.0	6.063685
Os09g0269000	Os09t0269000-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os11g0269000	Os11t0269000-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os08g0269000	Os08t0269000-01	.	.	0	0	0	11	0.0	0.0	0.0	1.744474
Os03g0269000	Os03t0269000-01,Os03t0269000-02	.	.	17	73	49	180	17.367878	32.443893	39.548717	35.833838
Os05g0269000	Os05t0269000-01	.	.	0	8	10	39	0.0	2.501205	5.639894	5.104835
Os02g0269000	Os02t0269000-01	.	.	2	13	0	44	1.077335	4.162927	0.0	6.373329
Os01g0269000	Os01t0269000-01	.	.	14	36	75	239	8.358406	9.241156	34.939251	26.246454
Os06g0269100	Os06t0269100-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os05g0269100	Os05t0269100-01	.	.	35	141	29	216	18.845846	33.491001	12.505283	21.714369
Os03g0269100	Os03t0269100-01,Os03t0269100-02	.	.	34	44	47	195	27.498596	15.527787	30.808911	29.12116
Os01g0269100	Os01t0269100-01	.	.	31	74	10	265	14.301062	14.80386	3.476143	22.344603
Os11g0269100	Os11t0269100-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0269100	Os04t0269100-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os12g0269100	Os12t0269100-01	.	.	0	0	0	6	0.0	0.0	0.0	1.373094
Os06g0269151	Os06t0269151-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os05g0269200	Os05t0269200-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os02g0269200	Os02t0269200-01	.	.	0	0	9	39	0.0	0.0	9.571848	10.229741
Os12g0269200	Os12t0269200-01	.	.	10	0	0	22	14.319971	0.0	0.0	6.036173
Os06g0269200	Os06t0269200-01	.	.	0	0	0	8	0.0	0.0	0.0	1.073791
Os11g0269233	Os11t0269233-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os03g0269300	Os03t0269300-01,Os03t0269300-02	.	.	0	0	0	4	0.0	0.0	0.0	0.279187
Os08g0269300	Os08t0269300-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os06g0269300	Os06t0269300-01,Os06t0269300-02	.	.	0	30	0	0	0.0	6.391004	0.0	0.0
Os06g0269400	Os06t0269400-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os09g0269400	Os09t0269400-01	.	.	0	0	0	1	0.0	0.0	0.0	0.017999
Os07g0269400	Os07t0269400-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os02g0269400	Os02t0269400-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os11g0269433	Os11t0269433-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0269450	Os07t0269450-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os03g0269500	Os03t0269500-01	.	.	1	0	0	14	0.204943	0.0	0.0	2.645644
Os11g0269500	Os11t0269500-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os05g0269500	Os05t0269500-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0269500	Os01t0269500-01	.	.	15	0	0	10	4.327141	0.0	0.0	0.538854
Os08g0269500	Os08t0269500-01	.	.	0	14	0	7	0.0	9.95295	0.0	1.805997
Os01g0269550	Os01t0269550-01	.	.	0	3	0	0	0.0	0.258919	0.0	0.0
Os04g0269600	Os04t0269600-01,Os04t0269600-02,Os04t0269600-03,Os04t0269600-04	.	.	562	2021	941	2490	232.770935	316.271623	293.752179	170.212855
Os08g0269600	Os08t0269600-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os02g0269600	Os02t0269600-00	.	.	18	0	2	0	9.410644	0.0	0.821141	0.0
Os12g0269600	Os12t0269600-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os03g0269601	Os03t0269601-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os02g0269650	Os02t0269650-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0269700	Os04t0269700-01	.	.	0	0	0	13	0.0	0.0	0.0	1.087526
Os08g0269700	Os08t0269700-01	.	.	0	0	4	4	0.0	0.0	4.941713	1.153149
Os12g0269700	Os12t0269700-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os11g0269700	Os11t0269700-01	.	.	7	0	0	36	1.758568	0.0	0.0	1.896288
Os03g0269700	Os03t0269700-01	.	.	0	0	0	2	0.0	0.0	0.0	0.378859
Os01g0269800	Os01t0269800-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os08g0269800	Os08t0269800-01	.	.	38	113	33	178	10.629354	13.591481	7.037747	9.067968
Os07g0269800	Os07t0269800-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0269800	Os04t0269800-01	.	.	28	29	4	36	12.420461	5.698274	1.422029	2.952725
Os04g0269900	Os04t0269900-01	.	.	88	292	159	286	14.528164	20.916876	20.592926	8.647208
Os03g0269900	Os03t0269900-01	.	.	53	356	419	1732	26.510807	77.338966	164.720047	158.958435
Os01g0269900	Os01t0269900-01	.	.	9	14	6	59	3.952039	2.804651	1.935468	5.281175
Os11g0269900	Os11t0269900-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os03g0269950	Os03t0269950-01	.	.	0	0	0	1	0.0	0.0	0.0	0.010577
Os01g0269950	Os01t0269950-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os11g0270000	Os11t0270000-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os08g0270000	Os08t0270000-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os03g0270000	Os03t0270000-01	.	.	42	74	47	123	38.495815	29.633362	33.761761	20.957386
Os05g0270000	Os05t0270000-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0270100	Os04t0270100-01,Os04t0270100-02,Os04t0270100-03	.	.	101	161	114	523	91.067064	62.141666	78.078515	78.741961
Os01g0270100	Os01t0270100-01,Os01t0270100-02	.	.	65	244	104	381	66.303421	100.673737	76.890712	66.521465
Os02g0270100	Os02t0270100-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os12g0270100	Os12t0270100-01,Os12t0270100-02	.	.	0	18	2	39	0.0	3.7199	0.317604	3.428923
Os03g0270200	Os03t0270200-01,Os03t0270200-02,Os03t0270200-03	.	.	166	372	160	644	74.179085	57.835604	44.555296	42.593029
Os05g0270200	Os05t0270200-01	.	.	26	63	38	182	13.86054	14.662114	15.962653	18.042995
Os04g0270200	Os04t0270200-01	.	.	65	152	83	238	71.465912	72.251442	70.971405	47.908783
Os12g0270200	Os12t0270200-01	.	.	10	20	3	26	3.218892	2.793692	0.717709	1.530404
Os08g0270200	Os08t0270200-01	.	.	0	0	6	9	0.0	0.0	4.387976	1.365248
Os02g0270200	Os02t0270200-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os06g0270200	Os06t0270200-00	.	.	33	113	92	944	14.021126	20.807762	30.766796	73.762802
Os11g0270201	Os11t0270201-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os03g0270300	Os03t0270300-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0270300	Os01t0270300-01,Os01t0270300-02	.	.	0	0	6	0	0.0	0.0	3.535636	0.0
Os12g0270300	Os12t0270300-01,Os12t0270300-02	.	.	24	62	24	86	7.101515	8.079665	5.684368	4.731324
Os07g0270301	Os07t0270301-00	.	.	5	0	0	0	1.955688	0.0	0.0	0.0
Os02g0270350	Os02t0270350-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os05g0270400	Os05t0270400-01	.	.	0	16	0	26	0.0	9.977468	0.0	6.7726
Os08g0270400	Os08t0270400-00	.	.	0	0	2	13	0.0	0.0	1.536353	2.16175
Os08g0270500	Os08t0270500-01,Os08t0270500-02	.	.	0	10	4	21	0.0	2.095861	1.855789	1.794491
Os03g0270500	Os03t0270500-01	.	.	14	12	9	7	12.836826	4.782232	5.76824	1.009514
Os11g0270500	Os11t0270500-01	.	.	0	6	0	5	0.0	0.811033	0.0	0.27393
Os05g0270500	Os05t0270500-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0270501	Os01t0270501-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0270550	Os04t0270550-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os03g0270600	Os03t0270600-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os11g0270700	Os11t0270700-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os03g0270700	Os03t0270700-01,Os03t0270700-02	.	.	12	40	18	129	5.900854	13.052043	6.937616	18.163751
Os09g0270700	Os09t0270700-00	.	.	7	0	0	0	3.161234	0.0	0.0	0.0
Os01g0270700	Os01t0270700-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os11g0270760	Os11t0270760-00	.	.	0	0	0	4	0.0	0.0	0.0	0.814688
Os05g0270800	Os05t0270800-00	.	.	2	0	0	0	2.562042	0.0	0.0	0.0
Os03g0270800	Os03t0270800-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0270800	Os07t0270800-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os02g0270800	Os02t0270800-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os08g0270800	Os08t0270800-01,Os08t0270800-02	.	.	22	90	51	147	21.473068	35.361879	35.685925	25.84367
Os05g0270850	Os05t0270850-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os05g0270875	Os05t0270875-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os06g0270900	Os06t0270900-01,Os06t0270900-02	.	.	498	1578	548	2176	246.597184	336.81622	213.518963	195.36643
Os02g0270900	Os02t0270900-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os12g0270900	Os12t0270900-01,Os12t0270900-02	.	.	46	63	120	413	37.685483	22.716597	78.990379	63.67938
Os08g0270900	Os08t0270900-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0270900	Os07t0270900-01,Os07t0270900-02	.	.	21	43	30	61	13.97926	12.88715	16.403786	7.7315
Os09g0270900	Os09t0270900-01,Os09t0270900-02	.	.	24	123	53	157	15.496901	35.31105	26.140773	19.001314
Os04g0270900	Os04t0270900-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os03g0270900	Os03t0270900-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os06g0270925	Os06t0270925-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0270950	Os07t0270950-01	.	.	0	9	7	42	0.0	1.82341	2.367315	3.786666
Os06g0270950	Os06t0270950-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os06g0270982	Os06t0270982-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0271000	Os04t0271000-01,Os04t0271000-02	.	.	6	11	15	98	3.316695	2.694771	6.221529	13.124481
Os09g0271000	Os09t0271000-01	.	.	4	0	0	6	1.410676	0.0	0.0	0.386911
Os06g0271000	Os06t0271000-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os02g0271000	Os02t0271000-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0271000	Os07t0271000-01	.	.	16	32	42	162	9.293309	8.026204	18.995701	17.228109
Os11g0271000	Os11t0271000-01,Os11t0271000-02	.	.	0	5	0	16	0.0	1.904177	0.0	3.181896
Os01g0271000	Os01t0271000-01	.	.	12	0	4	33	11.800333	0.0	2.905335	5.892678
Os03g0271100	Os03t0271100-01,Os03t0271100-02,Os03t0271100-03	.	.	30	84	16	150	15.05673	18.231129	6.296788	13.907722
Os11g0271100	Os11t0271100-01	.	.	9	2	0	11	3.755054	0.40456	0.0	0.934739
Os09g0271100	Os09t0271100-01	.	.	0	0	7	3	0.0	0.0	4.475903	0.522225
Os06g0271200	Os06t0271200-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0271200	Os01t0271200-01	.	.	5	5	5	40	1.708031	0.739737	1.338384	3.086781
Os03g0271200	Os03t0271200-01,Os03t0271200-02	.	.	36	88	32	205	12.241507	15.591392	8.347617	12.889674
Os04g0271200	Os04t0271200-01	.	.	17	62	0	92	18.5828	29.64113	0.0	18.651701
Os05g0271300	Os05t0271300-00	.	.	0	8	0	34	0.0	3.673377	0.0	6.738529
Os03g0271300	Os03t0271300-01	.	.	0	6	5	8	0.0	1.452571	1.752065	0.772148
Os06g0271300	Os06t0271300-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os06g0271350	Os06t0271350-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os03g0271350	Os03t0271350-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0271400	Os01t0271400-00	.	.	12	36	6	66	11.134974	14.526236	3.699592	11.26222
Os08g0271400	Os08t0271400-01	.	.	0	7	0	0	0.0	3.731195	0.0	0.0
Os03g0271400	Os03t0271400-01	.	.	10	33	4	108	6.360441	9.35706	2.073643	12.984322
Os06g0271400	Os06t0271400-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0271450	Os04t0271450-01	.	.	0	0	0	6	0.0	0.0	0.0	0.275809
Os07g0271500	Os07t0271500-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os03g0271500	Os03t0271500-01,Os03t0271500-02	.	.	0	0	0	2	0.0	0.0	0.0	0.275998
Os06g0271500	Os06t0271500-01,Os06t0271500-02	.	.	29	59	46	199	10.454508	9.268282	12.078911	14.280796
Os01g0271500	Os01t0271500-01	.	.	42	124	42	244	24.970333	31.971155	19.410072	26.66309
Os07g0271550	Os07t0271550-00	.	.	0	4	0	0	0.0	1.976935	0.0	0.0
Os09g0271550	Os09t0271550-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os12g0271600	Os12t0271600-01,Os12t0271600-02	.	.	24	34	16	33	14.731742	6.471045	5.715494	3.772089
Os08g0271600	Os08t0271600-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os03g0271600	Os03t0271600-01	.	.	39	56	63	139	27.611012	17.45908	35.786804	18.435007
Os06g0271600	Os06t0271600-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0271600	Os07t0271600-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os02g0271600	Os02t0271600-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0271650	Os07t0271650-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os11g0271675	Os11t0271675-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os12g0271700	Os12t0271700-01,Os12t0271700-02	.	.	6	20	0	57	4.056032	5.721133	0.0	7.003245
Os01g0271700	Os01t0271700-01	.	.	5	5	5	25	1.778502	0.857959	1.393604	2.031678
Os07g0271700	Os07t0271700-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0271700	Os04t0271700-01,Os04t0271700-02,Os04t0271700-03	.	.	0	3	6	0	0.0	0.590188	2.789179	0.0
Os12g0271751	Os12t0271751-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os03g0271800	Os03t0271800-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os02g0271900	Os02t0271900-01	.	.	13	24	2	25	6.386842	5.529916	0.834101	2.430494
Os06g0271900	Os06t0271900-01	.	.	0	12	6	20	0.0	1.305603	1.181095	0.885951
Os03g0271900	Os03t0271900-01,Os03t0271900-02,Os03t0271900-03	.	.	0	7	0	2	0.0	1.565598	0.0	0.129461
Os05g0271900	Os05t0271900-01	.	.	0	3	0	4	0.0	0.551424	0.0	0.465613
Os09g0272000	Os09t0272000-01	.	.	98	267	193	667	86.464211	102.342705	133.396729	107.958427
Os08g0272000	Os08t0272000-01	.	.	0	0	4	17	0.0	0.0	5.977278	6.131301
Os02g0272100	Os02t0272100-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os09g0272200	Os09t0272200-01,Os09t0272200-02	.	.	2	18	4	46	2.562042	10.219833	3.955513	12.254623
Os04g0272200	Os04t0272200-01	.	.	0	2	0	2	0.0	0.503579	0.0	0.212608
Os02g0272200	Os02t0272200-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os08g0272200	Os08t0272200-00	.	.	0	14	0	14	0.0	3.64335	0.0	1.484187
Os05g0272200	Os05t0272200-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0272300	Os07t0272300-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os03g0272300	Os03t0272300-01,Os03t0272300-02	.	.	0	19	0	36	0.0	5.166151	0.0	4.091723
Os02g0272300	Os02t0272300-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os11g0272300	Os11t0272300-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os05g0272300	Os05t0272300-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os09g0272300	Os09t0272300-01	.	.	0	16	0	16	0.0	3.93027	0.0	1.59978
Os02g0272350	Os02t0272350-01	.	.	0	0	0	4	0.0	0.0	0.0	0.189195
Os07g0272400	Os07t0272400-01	.	.	15	12	8	82	6.89976	2.493226	3.089444	7.35466
Os03g0272400	Os03t0272400-01	.	.	0	12	2	52	0.0	4.99332	1.503208	9.13063
Os05g0272400	Os05t0272400-01	.	.	0	0	0	15	0.0	0.0	0.0	3.448305
Os04g0272400	Os04t0272400-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os02g0272400	Os02t0272400-00	.	.	0	6	2	28	0.0	2.05907	1.317923	4.27051
Os09g0272401	Os09t0272401-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os09g0272500	Os09t0272500-01	.	.	23	46	10	70	17.549709	15.007865	5.988916	9.753517
Os12g0272500	Os12t0272500-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0272500	Os04t0272500-01	.	.	0	19	0	32	0.0	6.996207	0.0	5.066966
Os11g0272550	Os11t0272550-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0272600	Os01t0272600-01	.	.	2	0	3	5	1.291293	0.0	1.016871	0.474574
Os02g0272600	Os02t0272600-01,Os02t0272600-02	.	.	37	83	31	130	18.307416	30.098878	17.264106	22.006448
Os06g0272600	Os06t0272600-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os09g0272600	Os09t0272600-01	.	.	92	0	60	10	200.179703	0.0	103.013138	3.999082
Os05g0272632	Os05t0272632-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0272650	Os01t0272650-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os03g0272650	Os03t0272650-00	.	.	0	0	0	2	0.0	0.0	0.0	1.127638
Os11g0272675	Os11t0272675-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os06g0272700	Os06t0272700-00	.	.	0	13	0	9	0.0	4.311602	0.0	1.236138
Os07g0272700	Os07t0272700-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0272700	Os04t0272700-01,Os04t0272700-02,Os04t0272700-03,Os04t0272700-04,Os04t0272700-05	.	.	28	166	85	373	21.545094	41.931469	43.396592	48.67647
Os01g0272700	Os01t0272700-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os05g0272800	Os05t0272800-01	.	.	15	18	4	18	9.097318	4.727466	1.905965	1.964748
Os02g0272800	Os02t0272800-01	.	.	0	5	12	26	0.0	1.756425	8.759409	4.656897
Os06g0272800	Os06t0272800-00	.	.	0	12	0	15	0.0	3.736758	0.0	2.020904
Os11g0272800	Os11t0272800-01	.	.	21	21	6	50	55.102829	24.191078	12.831687	24.833712
Os01g0272800	Os01t0272800-01	.	.	10	34	24	77	13.435896	19.604048	24.798473	18.727386
Os12g0272800	Os12t0272800-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os08g0272800	Os08t0272800-01	.	.	0	2	0	0	0.0	1.197301	0.0	0.0
Os07g0272800	Os07t0272800-01	.	.	0	0	12	12	0.0	0.0	6.170381	1.482787
Os02g0272850	Os02t0272850-00	.	.	0	0	0	2	0.0	0.0	0.0	0.789812
Os06g0272850	Os06t0272850-00	.	.	0	0	0	9	0.0	0.0	0.0	1.003332
Os01g0272850	Os01t0272850-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os11g0272900	Os11t0272900-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os03g0272900	Os03t0272900-02	.	.	0	7	2	17	0.0	3.18069	1.775802	3.680695
Os09g0272900	Os09t0272900-01,Os09t0272900-02	.	.	34	79	34	74	9.109696	9.153745	7.113234	3.625396
Os07g0272900	Os07t0272900-01	.	.	0	0	0	7	0.0	0.0	0.0	1.28897
Os05g0272900	Os05t0272900-01	.	.	18	6	2	29	16.257164	2.403812	1.449716	4.860008
Os02g0272900	Os02t0272900-01	.	.	32	30	20	70	13.777515	5.688707	6.778104	5.612092
Os01g0272901	Os01t0272901-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0273000	Os01t0273000-01	.	.	16	34	4	72	33.287796	31.339914	6.17338	28.077362
Os08g0273000	Os08t0273000-01	.	.	0	8	0	2	0.0	1.366778	0.0	0.144799
Os07g0273000	Os07t0273000-01	.	.	11	22	8	13	12.837407	11.433409	7.627183	2.720495
Os02g0273000	Os02t0273000-01	.	.	9	114	64	408	4.642794	26.142897	26.562376	39.683182
Os02g0273050	Os02t0273050-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os02g0273100	Os02t0273100-01,Os02t0273100-02	.	.	28	106	16	256	16.396605	27.992842	7.356779	28.990393
Os01g0273100	Os01t0273100-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os06g0273100	Os06t0273100-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0273100	Os04t0273100-01	.	.	0	0	5	23	0.0	0.0	2.983935	3.907214
Os01g0273150	Os01t0273150-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0273150	Os07t0273150-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os03g0273200	Os03t0273200-01,Os03t0273200-02	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os06g0273200	Os06t0273200-00	.	.	0	0	2	0	0.0	0.0	1.237717	0.0
Os01g0273200	Os01t0273200-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os12g0273300	Os12t0273300-01	.	.	0	24	8	16	0.0	3.498637	2.111735	0.985547
Os06g0273300	Os06t0273300-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0273300	Os01t0273300-01	.	.	32	84	50	66	17.123646	19.489511	20.882317	6.472898
Os07g0273301	Os07t0273301-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0273350	Os04t0273350-01	.	.	0	0	2	1	0.0	0.0	2.663704	0.086158
Os06g0273400	Os06t0273400-01	.	.	0	12	0	0	0.0	3.562139	0.0	0.0
Os01g0273500	Os01t0273500-01	.	.	21	32	16	58	14.350047	9.213459	8.342484	7.173629
Os07g0273500	Os07t0273500-01	.	.	0	2	0	0	0.0	0.633926	0.0	0.0
Os05g0273500	Os05t0273500-01	.	.	0	42	16	44	0.0	9.170325	6.324158	4.058063
Os06g0273500	Os06t0273500-01	.	.	7	10	2	32	3.959522	2.843921	1.034202	3.860111
Os02g0273501	Os02t0273501-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0273600	Os07t0273600-01	.	.	4	0	4	4	1.158559	0.0	0.903334	0.158882
Os09g0273600	Os09t0273600-00	.	.	0	0	4	0	0.0	0.0	6.416894	0.0
Os08g0273600	Os08t0273600-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0273600	Os04t0273600-00	.	.	0	3	0	0	0.0	0.824709	0.0	0.0
Os07g0273700	Os07t0273700-00	.	.	8	0	3	6	2.075081	0.0	0.407509	0.285275
Os06g0273700	Os06t0273700-01	.	.	4	11	2	8	2.670237	2.898324	1.048767	0.976499
Os02g0273700	Os02t0273700-01	.	.	48	188	69	278	20.416702	34.538261	22.872005	21.617107
Os12g0273700	Os12t0273700-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os09g0273701	Os09t0273701-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os08g0273783	Os08t0273783-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os12g0273800	Os12t0273800-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os09g0273800	Os09t0273800-01	.	.	0	0	3	0	0.0	0.0	2.037538	0.0
Os06g0273800	Os06t0273800-01,Os06t0273800-02	.	.	32	41	16	115	21.996387	11.94507	8.639392	18.833976
Os02g0273800	Os02t0273800-01,Os02t0273800-02,Os02t0273800-03	.	.	10	10	0	30	4.070532	1.746739	0.0	2.381523
Os03g0273800	Os03t0273800-01	.	.	109	370	620	1596	87.041855	128.475327	389.865082	234.174118
Os05g0273800	Os05t0273800-01	.	.	13	0	28	2	11.175898	0.0	18.502357	0.314625
Os01g0273800	Os01t0273800-01	.	.	0	0	2	0	0.0	0.0	0.814499	0.0
Os01g0273850	Os01t0273850-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os12g0273850	Os12t0273850-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0273900	Os01t0273900-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os12g0273900	Os12t0273900-00	.	.	0	0	2	14	0.0	0.0	0.56256	0.891622
Os04g0273900	Os04t0273900-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0273900	Os07t0273900-01	.	.	22	47	35	61	6.324941	5.828933	7.784952	3.238964
Os02g0273900	Os02t0273900-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os09g0273950	Os09t0273950-01	.	.	5	13	0	0	5.826109	6.461982	0.0	0.0
Os12g0273980	Os12t0273980-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os02g0274000	Os02t0274000-01,Os02t0274000-02,Os02t0274000-03	.	.	33	73	55	75	32.002061	29.827109	41.242851	7.244865
Os06g0274000	Os06t0274000-01	.	.	0	34	16	89	0.0	22.745073	19.062332	25.76738
Os03g0274000	Os03t0274000-01,Os03t0274000-02	.	.	385	728	493	1476	211.34202	173.475959	212.639155	148.670441
Os09g0274025	Os09t0274025-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
