Transcript_ID	Transcript_ID	Gene_ID	Description	IO_Read_Count	IX_Read_Count	NO_Read_Count	NX_Read_Count	IO_FPKM	IX_FPKM	NO_FPKM	NX_FPKM
Os06g0650300	Os06t0650300-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os03g0650300	Os03t0650300-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0650300	Os04t0650300-01	.	.	4	4	4	29	7.815423	3.384808	6.124033	10.357031
Os02g0650300	Os02t0650300-01,Os02t0650300-02	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0650333	Os04t0650333-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os03g0650350	Os03t0650350-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0650366	Os04t0650366-00	.	.	33	8	8	28	24.173775	2.592515	4.667343	3.824129
Os07g0650375	Os07t0650375-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os03g0650400	Os03t0650400-01,Os03t0650400-02	.	.	0	58	8	132	0.0	8.913589	2.224907	8.620737
Os04g0650416	Os04t0650416-00	.	.	0	0	2	0	0.0	0.0	3.520666	0.0
Os07g0650451	Os07t0650451-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os11g0650500	Os11t0650500-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0650500	Os04t0650500-01	.	.	0	0	0	8	0.0	0.0	0.0	1.170735
Os02g0650500	Os02t0650500-01,Os02t0650500-02	.	.	20	38	16	59	20.84526	10.264218	16.436111	5.46002
Os01g0650501	Os01t0650501-00	.	.	4	3	2	2	14.829329	4.047502	4.387765	1.087437
Os06g0650600	Os06t0650600-01	.	.	80	132	46	182	36.499649	25.992971	16.28694	15.151782
Os11g0650600	Os11t0650600-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0650600	Os04t0650600-01	.	.	0	4	0	11	0.0	0.935329	0.0	1.131137
Os07g0650600	Os07t0650600-02,Os07t0650600-03,Os07t0650600-04	.	.	162	127	155	78	73.944783	27.889434	77.696183	7.674901
Os06g0650700	Os06t0650700-01	.	.	0	6	12	22	0.0	5.339926	18.618944	8.017598
Os03g0650700	Os03t0650700-01	.	.	26	28	20	101	8.194116	3.826172	4.944698	5.822354
Os11g0650700	Os11t0650700-00	.	.	0	2	1	0	0.0	0.260183	0.163129	0.0
Os01g0650700	Os01t0650700-01	.	.	0	22	7	25	0.0	6.981729	3.770034	3.395075
Os04g0650700	Os04t0650700-01,Os04t0650700-02,Os04t0650700-03,Os04t0650700-04	.	.	204	155	142	231	164.331562	53.554492	88.327055	30.241557
Os04g0650750	Os04t0650750-00	.	.	4	0	0	0	13.664218	0.0	0.0	0.0
Os04g0650800	Os04t0650800-01,Os04t0650800-02	.	.	142	438	234	1602	96.339581	101.217753	100.882389	148.256095
Os03g0650800	Os03t0650800-00	.	.	35	196	112	486	23.942566	58.80299	60.890934	61.717766
Os02g0650800	Os02t0650800-00	.	.	0	0	10	0	0.0	0.0	2.907881	0.0
Os01g0650800	Os01t0650800-01	.	.	9	34	0	66	4.690133	8.537251	0.0	6.999135
Os06g0650800	Os06t0650800-01,Os06t0650800-02	.	.	5	140	32	157	2.566761	41.164887	16.000551	19.792874
Os03g0650850	Os03t0650850-01	.	.	5	40	12	118	12.154808	51.985065	26.851913	65.453598
Os01g0650900	Os01t0650900-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0650900	Os04t0650900-01	.	.	0	15	0	9	0.0	2.406367	0.0	0.562528
Os02g0650900	Os02t0650900-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os06g0650900	Os06t0650900-01,Os06t0650900-02	.	.	358	523	283	1244	448.70474	283.755508	281.030345	285.798577
Os03g0650900	Os03t0650900-01	.	.	0	25	0	165	0.0	7.336737	0.0	20.586733
Os01g0650950	Os01t0650950-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os06g0651000	Os06t0651000-01	.	.	73	117	76	233	54.730774	38.142017	44.837597	31.988476
Os01g0651000	Os01t0651000-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0651000	Os04t0651000-01	.	.	0	0	7	0	0.0	0.0	3.603037	0.0
Os03g0651000	Os03t0651000-01	.	.	0	17	16	25	0.0	10.196002	17.647081	6.458306
Os02g0651000	Os02t0651000-01	.	.	0	0	0	24	0.0	0.0	0.0	6.722549
Os03g0651100	Os03t0651100-01	.	.	10	28	4	42	2.832105	3.546755	0.912182	2.233851
Os01g0651100	Os01t0651100-01	.	.	0	0	0	10	0.0	0.0	0.0	0.48647
Os06g0651100	Os06t0651100-01,Os06t0651100-02	.	.	31	57	31	93	23.192818	19.684353	18.356562	13.536808
Os01g0651150	Os01t0651150-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os11g0651166	Os11t0651166-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os02g0651200	Os02t0651200-00	.	.	1	12	0	0	2.459632	15.729753	0.0	0.0
Os06g0651200	Os06t0651200-01	.	.	14	83	28	137	28.15263	72.761551	44.151581	50.932446
Os01g0651200	Os01t0651200-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os03g0651201	Os03t0651201-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os02g0651300	Os02t0651300-01,Os02t0651300-02	.	.	286	1093	440	2148	256.274097	428.038919	311.48149	356.11441
Os06g0651300	Os06t0651300-01	.	.	0	23	0	18	0.0	4.61102	0.0	1.591037
Os03g0651300	Os03t0651300-01	.	.	0	20	0	8	0.0	4.720729	0.0	0.796238
Os01g0651300	Os01t0651300-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0651350	Os01t0651350-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0651350	Os04t0651350-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0651400	Os01t0651400-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0651400	Os07t0651400-00	.	.	0	0	1	0	0.0	0.0	1.587379	0.0
Os01g0651450	Os01t0651450-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0651500	Os01t0651500-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os02g0651500	Os02t0651500-01,Os02t0651500-03,Os02t0651500-04,Os02t0651500-05	.	.	49	58	21	81	76.060511	10.427836	9.702684	17.409518
Os04g0651500	Os04t0651500-01	.	.	0	11	0	4	0.0	0.978006	0.0	0.164754
Os04g0651600	Os04t0651600-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0651600	Os07t0651600-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os06g0651600	Os06t0651600-01,Os06t0651600-02	.	.	12	43	41	88	7.403072	11.344891	18.920694	9.560603
Os03g0651700	Os03t0651700-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0651700	Os04t0651700-01	.	.	0	10	0	14	0.0	6.382344	0.0	3.98256
Os03g0651800	Os03t0651800-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0651800	Os07t0651800-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0651800	Os01t0651800-01	.	.	0	0	0	3	0.0	0.0	0.0	0.242557
Os01g0651866	Os01t0651866-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os03g0651900	Os03t0651900-01	.	.	0	4	0	0	0.0	3.222192	0.0	0.0
Os02g0651900	Os02t0651900-01	.	.	38	26	27	44	39.790733	11.989844	22.66906	8.63661
Os06g0651900	Os06t0651900-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0651932	Os01t0651932-00	.	.	0	0	4	9	0.0	0.0	2.072329	1.048553
Os03g0651950	Os03t0651950-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os06g0652000	Os06t0652000-01,Os06t0652000-02	.	.	54	50	8	180	16.601807	6.669905	1.957705	10.276579
Os03g0652000	Os03t0652000-02	.	.	0	7	0	6	0.0	1.861528	0.0	0.76395
Os01g0652000	Os01t0652000-01	.	.	0	0	0	3	0.0	0.0	0.0	0.272855
Os02g0652000	Os02t0652000-01	.	.	0	2	2	0	0.0	0.9109	1.62359	0.0
Os03g0652050	Os03t0652050-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os11g0652100	Os11t0652100-01	.	.	0	7	0	16	0.0	0.585539	0.0	0.654331
Os03g0652100	Os03t0652100-01	.	.	32	60	62	236	11.889834	9.783072	18.349375	16.36356
Os01g0652100	Os01t0652100-01	.	.	7	0	0	0	2.359623	0.0	0.0	0.0
Os02g0652100	Os02t0652100-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os06g0652100	Os06t0652100-00	.	.	3	15	4	12	1.018828	3.088721	1.596665	1.117746
Os01g0652200	Os01t0652200-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os06g0652200	Os06t0652200-01	.	.	25	12	32	72	26.242168	5.663898	27.408741	14.327169
Os06g0652250	Os06t0652250-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os06g0652300	Os06t0652300-00	.	.	6	76	133	191	5.095508	32.750404	103.858238	34.919174
Os01g0652300	Os01t0652300-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os02g0652300	Os02t0652300-01	.	.	0	4	0	31	0.0	1.213719	0.0	3.913735
Os01g0652375	Os01t0652375-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os03g0652400	Os03t0652400-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0652400	Os04t0652400-01,Os04t0652400-02	.	.	76	172	62	255	33.666203	33.158325	21.574074	20.830408
Os06g0652400	Os06t0652400-01,Os06t0652400-02	.	.	38	88	54	146	26.621328	26.525784	29.478733	18.651495
Os01g0652450	Os01t0652450-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0652450	Os04t0652450-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0652500	Os04t0652500-00	.	.	32	57	39	134	20.509001	15.895273	19.473984	15.901453
Os06g0652501	Os06t0652501-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0652550	Os04t0652550-00	.	.	0	0	6	0	0.0	0.0	2.881679	0.0
Os02g0652550	Os02t0652550-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os06g0652550	Os06t0652550-00	.	.	0	0	2	0	0.0	0.0	2.51922	0.0
Os02g0652575	Os02t0652575-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0652600	Os01t0652600-01	.	.	138	423	100	754	75.126671	99.933655	42.546806	75.197273
Os11g0652600	Os11t0652600-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os02g0652600	Os02t0652600-02	.	.	42	38	8	76	43.474667	17.133165	6.539636	14.434914
Os06g0652600	Os06t0652600-01,Os06t0652600-02	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0652600	Os04t0652600-01	.	.	0	22	8	51	0.0	5.451116	3.247479	5.328989
Os03g0652600	Os03t0652600-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0652650	Os01t0652650-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0652700	Os01t0652700-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0652700	Os04t0652700-01,Os04t0652700-02	.	.	36	125	172	416	32.701595	49.46342	122.114883	70.114985
Os01g0652800	Os01t0652800-01,Os01t0652800-04	.	.	23	2	0	6	13.244676	0.520066	0.0	0.750549
Os02g0652800	Os02t0652800-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os11g0652900	Os11t0652900-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0652900	Os04t0652900-01	.	.	23	22	6	18	20.875946	8.948606	4.401	3.089426
Os07g0652900	Os07t0652900-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0653000	Os04t0653000-01	.	.	74	112	118	213	68.068047	44.607777	85.095566	35.894165
Os06g0653000	Os06t0653000-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0653000	Os07t0653000-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os02g0653000	Os02t0653000-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0653050	Os07t0653050-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os06g0653050	Os06t0653050-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0653100	Os07t0653100-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0653100	Os04t0653100-01	.	.	17	46	28	128	18.100662	22.470001	24.723515	26.371025
Os06g0653100	Os06t0653100-01	.	.	4	0	0	6	3.393872	0.0	0.0	0.93085
Os03g0653100	Os03t0653100-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0653100	Os01t0653100-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0653200	Os04t0653200-01	.	.	0	37	0	75	0.0	8.661268	0.0	7.472465
Os02g0653200	Os02t0653200-01	.	.	0	10	5	2	0.0	6.484564	4.720981	0.55082
Os01g0653200	Os01t0653200-01	.	.	0	0	4	0	0.0	0.0	1.901253	0.0
Os06g0653200	Os06t0653200-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os06g0653300	Os06t0653300-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0653300	Os04t0653300-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0653300	Os01t0653300-00	.	.	0	0	3	3	0.0	0.0	8.495978	2.371453
Os07g0653300	Os07t0653300-01	.	.	0	0	2	0	0.0	0.0	0.771071	0.0
Os11g0653300	Os11t0653300-01	.	.	22	16	9	38	7.125237	2.253035	2.281748	2.259363
Os02g0653300	Os02t0653300-01	.	.	20	13	8	26	16.856138	4.723647	5.344487	3.973534
Os01g0653350	Os01t0653350-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os02g0653400	Os02t0653400-01	.	.	0	18	8	0	0.0	5.207908	4.18202	0.0
Os04g0653400	Os04t0653400-01	.	.	103	302	172	710	41.418552	52.997135	54.466343	52.6413
Os01g0653500	Os01t0653500-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0653500	Os04t0653500-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0653600	Os04t0653600-01,Os04t0653600-02	.	.	0	0	0	7	0.0	0.0	0.0	0.532904
Os03g0653601	Os03t0653601-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0653601	Os01t0653601-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0653700	Os04t0653700-01	.	.	0	0	0	4	0.0	0.0	0.0	1.219359
Os01g0653700	Os01t0653700-01,Os01t0653700-02	.	.	10	69	16	156	4.226139	12.489286	5.303694	12.018218
Os07g0653800	Os07t0653800-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os02g0653800	Os02t0653800-01	.	.	71	87	40	119	78.502007	41.32515	34.184994	23.925526
Os06g0653800	Os06t0653800-01	.	.	30	55	28	139	23.362831	18.684702	17.039755	19.932558
Os01g0653800	Os01t0653800-01,Os01t0653800-02,Os01t0653800-03	.	.	87	224	126	881	19.85659	33.053624	22.627626	63.718363
Os02g0653850	Os02t0653850-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os02g0653900	Os02t0653900-03	.	.	527	277	303	342	280.395386	63.843307	126.34494	33.292538
Os03g0653900	Os03t0653900-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os06g0653900	Os06t0653900-01	.	.	26	59	28	129	45.597633	44.793388	38.214348	41.340183
Os07g0653900	Os07t0653900-01	.	.	0	0	6	0	0.0	0.0	1.569635	0.0
Os11g0654000	Os11t0654000-01,Os11t0654000-02	.	.	2	5	0	10	0.576402	1.008844	0.0	0.525934
Os06g0654000	Os06t0654000-01	.	.	20	89	52	319	5.913233	11.440335	12.09093	17.29476
Os02g0654000	Os02t0654000-01	.	.	0	0	0	4	0.0	0.0	0.0	0.710557
Os07g0654100	Os07t0654100-01	.	.	0	0	2	0	0.0	0.0	0.513375	0.0
Os11g0654100	Os11t0654100-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0654100	Os01t0654100-01,Os01t0654100-02,Os01t0654100-03	.	.	50	238	144	745	27.929575	58.855934	71.865131	68.090746
Os02g0654100	Os02t0654100-01	.	.	0	61	33	124	0.0	24.037432	23.451305	20.802481
Os01g0654150	Os01t0654150-00	.	.	0	5	0	19	0.0	1.389083	0.0	2.219894
Os01g0654200	Os01t0654200-01	.	.	6	44	14	103	2.581758	8.637691	4.99909	8.584105
Os06g0654300	Os06t0654300-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os02g0654300	Os02t0654300-01	.	.	10	31	14	11	4.018887	5.221664	4.371367	0.793784
Os07g0654300	Os07t0654300-01	.	.	0	5	0	13	0.0	1.198461	0.0	1.517946
Os01g0654300	Os01t0654300-01	.	.	9	13	0	27	15.30388	9.038194	0.0	8.385602
Os02g0654400	Os02t0654400-01	.	.	95	233	116	546	34.116783	36.265625	32.63998	35.859051
Os11g0654400	Os11t0654400-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0654400	Os04t0654400-01	.	.	20	0	6	12	25.641218	0.0	6.143172	2.867019
Os06g0654400	Os06t0654400-00	.	.	8	16	24	77	9.568082	7.826174	22.399374	16.830431
Os03g0654400	Os03t0654400-01,Os03t0654400-02	.	.	21	13	39	60	8.932572	2.328854	12.845474	4.596314
Os01g0654400	Os01t0654400-01	.	.	17	120	46	622	36.169479	113.195961	77.306602	248.958633
Os07g0654450	Os07t0654450-00	.	.	2	0	5	0	3.374312	0.0	6.920358	0.0
Os01g0654450	Os01t0654450-00	.	.	0	2	0	8	0.0	1.867651	0.0	2.89357
Os07g0654500	Os07t0654500-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os03g0654500	Os03t0654500-01	.	.	25	66	20	110	12.891018	14.574306	7.840415	10.346789
Os01g0654500	Os01t0654500-01	.	.	445	1745	927	2930	275.664948	468.323975	450.252472	332.12735
Os02g0654500	Os02t0654500-01	.	.	8	28	16	20	8.449773	12.581865	13.446945	3.873249
Os04g0654500	Os04t0654500-01	.	.	116	7	19	16	99.264351	2.239332	12.522388	2.518028
Os04g0654550	Os04t0654550-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os06g0654600	Os06t0654600-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os02g0654600	Os02t0654600-00	.	.	12	12	14	8	6.913494	2.930704	6.120772	0.794138
Os04g0654600	Os04t0654600-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os03g0654600	Os03t0654600-01	.	.	51	12	42	97	35.097279	3.565778	22.323345	12.159204
Os01g0654650	Os01t0654650-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os02g0654700	Os02t0654700-01	.	.	96	22	28	36	76.861374	7.636225	17.655506	5.288291
Os03g0654700	Os03t0654700-01	.	.	4	0	26	8	2.804326	0.0	14.230667	1.025537
Os07g0654700	Os07t0654700-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0654700	Os04t0654700-01,Os04t0654700-02	.	.	19	63	24	133	12.249764	18.235966	12.734914	16.386483
Os11g0654800	Os11t0654800-01	.	.	28	67	41	65	10.390371	10.725582	11.980451	4.435141
Os07g0654800	Os07t0654800-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0654800	Os04t0654800-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0654800	Os01t0654800-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os03g0654800	Os03t0654800-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os06g0654900	Os06t0654900-01	.	.	274	727	253	860	508.179901	584.131592	366.842316	291.816193
Os01g0654900	Os01t0654900-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os03g0654900	Os03t0654900-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0654900	Os07t0654900-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0655000	Os04t0655000-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os11g0655000	Os11t0655000-01	.	.	0	8	0	21	0.0	1.538063	0.0	1.707697
Os03g0655000	Os03t0655000-01	.	.	0	0	2	0	0.0	0.0	0.177507	0.0
Os06g0655100	Os06t0655100-00	.	.	0	6	2	32	0.0	1.243877	0.857684	3.201264
Os02g0655100	Os02t0655100-01	.	.	6	6	6	38	4.630975	2.155799	3.887553	5.713313
Os03g0655100	Os03t0655100-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0655100	Os04t0655100-01	.	.	0	7	14	21	0.0	9.597024	35.591591	12.274046
Os11g0655100	Os11t0655100-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os03g0655200	Os03t0655200-01	.	.	22	42	41	128	17.957754	14.571177	25.950079	19.066595
Os11g0655200	Os11t0655200-01	.	.	3	0	7	9	0.651489	0.0	1.531487	0.482394
Os06g0655200	Os06t0655200-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os02g0655200	Os02t0655200-01,Os02t0655200-02	.	.	0	28	22	96	0.0	8.190092	11.616166	11.778336
Os07g0655201	Os07t0655201-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0655250	Os01t0655250-00	.	.	0	5	2	41	0.0	2.668137	2.245279	10.62728
Os01g0655300	Os01t0655300-01	.	.	22	23	0	22	55.825294	26.260275	0.0	10.594696
Os03g0655300	Os03t0655300-00	.	.	0	0	2	5	0.0	0.0	2.642221	1.233127
Os11g0655300	Os11t0655300-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os02g0655300	Os02t0655300-01,Os02t0655300-02,Os02t0655300-03	.	.	89	172	69	291	82.150192	70.184655	50.038204	50.499889
Os07g0655300	Os07t0655300-01	.	.	96	472	271	1200	56.436569	120.899292	125.444702	129.829147
Os04g0655300	Os04t0655300-01	.	.	63	141	142	286	25.447712	24.842718	45.251488	21.309118
Os03g0655400	Os03t0655400-01	.	.	97	304	184	753	163.102875	221.721008	243.359467	232.205383
Os07g0655400	Os07t0655400-01	.	.	0	8	4	47	0.0	2.286455	2.047927	5.640101
Os04g0655400	Os04t0655400-01	.	.	0	0	0	4	0.0	0.0	0.0	0.576738
Os01g0655400	Os01t0655400-01,Os01t0655400-02,Os01t0655400-03	.	.	99	293	123	988	35.250812	30.290922	40.817735	46.715141
Os02g0655401	Os02t0655401-00	.	.	0	6	0	3	0.0	6.392326	0.0	0.94155
Os02g0655500	Os02t0655500-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0655500	Os01t0655500-01,Os01t0655500-02	.	.	119	227	111	455	55.62832	46.209028	41.533884	39.321077
Os06g0655500	Os06t0655500-01,Os06t0655500-02	.	.	51	293	56	264	48.389248	86.218143	41.411579	37.154843
Os03g0655500	Os03t0655500-00	.	.	1	0	0	4	0.469252	0.0	0.0	0.385157
Os07g0655500	Os07t0655500-01	.	.	56	311	128	868	11.400153	27.669886	20.600231	32.656296
Os02g0655600	Os02t0655600-01,Os02t0655600-02	.	.	35	28	54	125	20.753191	11.791846	37.376589	15.632017
Os07g0655600	Os07t0655600-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os03g0655600	Os03t0655600-01,Os03t0655600-02,Os03t0655600-03	.	.	104	241	123	423	26.186188	28.941067	24.345167	21.903589
Os04g0655600	Os04t0655600-01	.	.	19	94	78	326	8.690826	19.55286	29.308622	28.701355
Os03g0655700	Os03t0655700-01,Os03t0655700-02	.	.	44	57	52	226	29.48974	25.81113	31.721603	34.395305
Os11g0655700	Os11t0655700-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os02g0655700	Os02t0655700-01	.	.	58	167	69	283	27.181992	34.370178	25.412304	24.606655
Os04g0655700	Os04t0655700-00	.	.	0	0	0	1	0.0	0.0	0.0	0.212561
Os02g0655750	Os02t0655750-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os02g0655800	Os02t0655800-01,Os02t0655800-02	.	.	0	14	0	14	0.0	3.612991	0.0	1.52646
Os07g0655800	Os07t0655800-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0655800	Os01t0655800-01	.	.	84	149	142	413	39.09417	29.971762	51.88929	35.204403
Os11g0655800	Os11t0655800-01	.	.	25	38	43	151	18.487242	11.867301	24.817247	20.417534
Os03g0655850	Os03t0655850-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0655851	Os07t0655851-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0655900	Os07t0655900-01,Os07t0655900-02	.	.	12	53	65	259	10.805205	22.959334	56.572764	45.134911
Os11g0655900	Os11t0655900-01	.	.	30	118	19	120	53.088158	90.86129	25.116888	38.931671
Os11g0656000	Os11t0656000-00	.	.	0	0	2	0	0.0	0.0	1.71	0.0
Os03g0656000	Os03t0656000-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0656000	Os07t0656000-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os06g0656000	Os06t0656000-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0656050	Os07t0656050-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os03g0656051	Os03t0656051-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os03g0656075	Os03t0656075-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0656100	Os07t0656100-01	.	.	24	44	19	175	10.700694	8.475868	6.602048	14.314641
Os11g0656100	Os11t0656100-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os02g0656100	Os02t0656100-01,Os02t0656100-02	.	.	0	0	2	2	0.0	0.0	1.266548	0.347833
Os04g0656100	Os04t0656100-01,Os04t0656100-03,Os04t0656100-04	.	.	1342	2396	1224	3946	501.543687	307.696017	285.262602	212.868709
Os03g0656100	Os03t0656100-01	.	.	23	23	16	44	46.897434	20.329081	25.836664	16.618908
Os01g0656200	Os01t0656200-01	.	.	6	75	43	106	4.116723	22.299805	22.961027	13.236792
Os02g0656200	Os02t0656200-01	.	.	18	23	27	93	6.966174	3.793101	8.004046	6.542541
Os07g0656200	Os07t0656200-01	.	.	35	86	132	498	18.896175	20.312735	56.730099	50.155167
Os06g0656201	Os06t0656201-00	.	.	1	0	0	1	0.580904	0.0	0.0	0.098631
Os11g0656201	Os11t0656201-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os03g0656201	Os03t0656201-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0656250	Os01t0656250-00	.	.	0	0	0	2	0.0	0.0	0.0	0.272874
Os02g0656300	Os02t0656300-01	.	.	0	14	12	51	0.0	2.331023	3.606014	3.578827
Os07g0656300	Os07t0656300-00	.	.	0	0	0	2	0.0	0.0	0.0	0.525232
Os06g0656300	Os06t0656300-01	.	.	0	0	3	13	0.0	0.0	2.520274	2.352426
Os01g0656300	Os01t0656300-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0656400	Os07t0656400-01	.	.	4	16	3	10	1.623785	2.811263	0.636189	0.741536
Os02g0656400	Os02t0656400-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0656400	Os01t0656400-00	.	.	41	2	8	12	51.522358	1.097496	7.205434	2.600154
Os06g0656400	Os06t0656400-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os11g0656400	Os11t0656400-00	.	.	0	0	1	1	0.0	0.0	1.241042	0.289597
Os04g0656500	Os04t0656500-01	.	.	0	0	0	2	0.0	0.0	0.0	0.213677
