geneID	rice_mock.rep1_count	rice_mock.rep2_count	rice_RSV.rep1_count	rice_RSV.rep2_count	rice_mock.rep1_cpm	rice_mock.rep2_cpm	rice_RSV.rep1_cpm	rice_RSV.rep2_cpm	LogFC	LogCPM	Pvalue	FDR		
LOC_Os02g13140	891	1014	743	785	34.12013105	38.09622566	28.17368718	30.43878694	-0.277132611	5.030384237	0.302147674	1		
LOC_Os01g43230	50	30	29	24	1.914709935	1.127107268	1.099645933	0.930612594	-0.561897061	0.42356106	0.302148023	1		
LOC_Os03g22960	39	65	70	70	1.493473749	2.442065747	2.654317769	2.714286734	0.472438589	1.261230273	0.302197759	1		
LOC_Os03g01540	135	159	108	110	5.169716825	5.97366852	4.09523313	4.265307724	-0.390370176	2.303210529	0.302205547	1		
LOC_Os01g47430	4202	4279	3354	3411	160.912223	160.7630666	127.17974	132.263315	-0.287393279	7.179275091	0.302315507	1		
LOC_Os06g17070	11	93	34	144	0.421236186	3.494032531	1.289240059	5.583675566	0.853347328	1.470346669	0.302456299	1		
LOC_Os09g12570	2134	2343	1815	1764	81.71982004	88.02707763	68.82266787	68.40002568	-0.283732426	6.258731632	0.302511668	1		
LOC_Os12g01590	613	566	486	456	23.47434381	21.26475712	18.42854908	17.68163929	-0.287604795	4.338674583	0.302532701	1		
LOC_Os06g03800	595	789	1027	651	22.78504823	29.64292115	38.94263356	25.24286662	0.313675583	4.86474436	0.302536149	1		
LOC_Os06g48950	415	470	609	453	15.89209246	17.65801386	23.09256459	17.56531272	0.298750481	4.215933867	0.302617065	1		
LOC_Os11g04990	259	258	390	251	9.918197464	9.693122504	14.78834186	9.732656716	0.341959094	3.470337778	0.302693086	1		
LOC_Os11g16330	502	653	442	472	19.22368775	24.5333682	16.76012077	18.30204769	-0.294485904	4.300920329	0.302828954	1		
LOC_Os12g06490	1530	1665	2105	1699	58.59012402	62.55445337	79.8191272	65.87961658	0.287988634	6.0584158	0.302878966	1		
LOC_Os03g22580	571	564	495	412	21.86598746	21.18961664	18.76981851	15.9755162	-0.288053531	4.282780962	0.302961452	1		
LOC_Os03g03510	4480	4181	3145	3719	171.5580102	157.0811829	119.2547055	144.2061766	-0.295825067	7.207133388	0.302967386	1		
LOC_Os10g34390	617	587	496	466	23.6275206	22.05373221	18.80773734	18.06939454	-0.287103179	4.368610247	0.303020366	1		
LOC_Os02g49850	83	102	59	73	3.178418492	3.832164711	2.237210691	2.830613308	-0.44263435	1.625732431	0.303030111	1		
LOC_Os01g37690	15941	5448	6291	9000	610.4478216	204.6826799	238.5473298	348.9797229	-0.455919596	8.455510517	0.30324231	1		
LOC_Os10g41370	151	104	87	98	5.782424004	3.907305195	3.298937799	3.800001427	-0.42792734	2.092653585	0.303252384	1		
LOC_Os02g38180	140	128	194	147	5.361187819	4.80899101	7.356252103	5.70000214	0.380398273	2.554042537	0.30326802	1		
LOC_Os10g39010	1412	1483	1873	1550	54.07140857	55.71666928	71.02195974	60.10206339	0.277813379	5.911303316	0.303310697	1		
LOC_Os09g26910	27	34	29	10	1.033943365	1.277388237	1.099645933	0.387755248	-0.611457045	0.032400073	0.303315338	1		
LOC_Os02g49270	561	604	498	433	21.48304547	22.69242633	18.88357499	16.78980222	-0.286104788	4.319859651	0.303423854	1		
LOC_Os03g62240	2004	956	1137	1132	76.7415742	35.9171516	43.11370434	43.89389403	-0.356320811	5.642671725	0.303482408	1		
LOC_Os02g04650	750	860	667	624	28.72064903	32.31040835	25.29185646	24.19592745	-0.279219941	4.787209999	0.303486216	1		
LOC_Os10g38740	348	445	478	468	13.32638115	16.71875781	18.12519848	18.14694559	0.295944313	4.054965438	0.303682425	1		
LOC_Os09g36300	15622	19499	15024	12721	598.2319722	732.5821539	569.6924309	493.2634505	-0.300954791	9.219450597	0.303736887	1		
LOC_Os01g39260	4082	4331	3174	3521	156.3169191	162.7167192	120.3543514	136.5286227	-0.288834759	7.166379217	0.303918209	1		
LOC_Os01g69279	363	340	443	399	13.90079413	12.77388237	16.7980396	15.47143438	0.295967322	3.886592043	0.303934749	1		
LOC_Os02g03270	31	41	26	22	1.18712016	1.540379933	0.985889457	0.853061545	-0.542892581	0.279799785	0.30415294	1		
LOC_Os02g04250	1573	1940	2147	2020	60.23677456	72.88626999	81.41171786	78.32656002	0.286813633	6.19258264	0.304207391	1		
LOC_Os02g57820	956	1089	785	858	36.60925396	40.91399383	29.76627784	33.26940025	-0.274240952	5.13375433	0.304270857	1		
LOC_Os12g33958	58	60	49	33	2.221063525	2.254214536	1.858022438	1.279592317	-0.489757007	0.980359671	0.304309319	1		
LOC_Os04g48770	427	523	408	345	16.35162285	19.6492367	15.47088071	13.37755604	-0.29636116	4.020275453	0.304320491	1		
LOC_Os12g29160	12	36	58	18	0.459530384	1.352528722	2.199291866	0.697959446	0.697001421	0.321666909	0.304337698	1		
LOC_Os11g46970	78	97	153	81	2.986947499	3.6443135	5.801580267	3.140817506	0.45132435	1.984907499	0.304380325	1		
LOC_Os01g45190	1482	1471	1154	1230	56.75200248	55.26582637	43.75832437	47.69389546	-0.269738878	5.667010366	0.304429986	1		
LOC_Os01g43740	23	77	60	85	0.88076657	2.892908654	2.275129516	3.295919605	0.592538248	1.267142011	0.304499624	1		
LOC_Os08g31790	28	25	34	40	1.072237564	0.939256057	1.289240059	1.551020991	0.518353664	0.364226822	0.304649326	1		
LOC_Os12g35030	1170	1217	964	967	44.80421248	45.72298484	36.55374756	37.49593245	-0.266968958	5.361070852	0.304650678	1		
LOC_Os10g28610	2570	2255	1965	1893	98.41609067	84.72089631	74.51049166	73.40206838	-0.28704285	6.368612426	0.304670181	1		
LOC_Os02g03850	957	1031	808	796	36.64754816	38.73491977	30.63841082	30.86531771	-0.27048912	5.095598383	0.304710653	1		
LOC_Os03g48300	2274	1264	1302	1444	87.08100785	47.48878622	49.37031051	55.99185776	-0.334665129	5.907078933	0.304927773	1		
LOC_Os12g07120	164	192	206	235	6.280248588	7.213486515	7.811278007	9.11224832	0.350956097	2.939185754	0.304988728	1		
LOC_Os06g08080	781	742	861	936	29.90776919	27.87711976	32.64810856	36.29389118	0.277296917	4.987547866	0.304991759	1		
LOC_Os04g43310	100	90	124	122	3.82941987	3.381321804	4.701934334	4.730614021	0.408780038	2.081365418	0.305021746	1		
LOC_Os08g14320	30	66	53	81	1.148825961	2.479635989	2.00969774	3.140817506	0.533568354	1.180599793	0.305069553	1		
LOC_Os01g36540	39	38	26	26	1.493473749	1.427669206	0.985889457	1.008163644	-0.526400412	0.380135466	0.305090707	1		
LOC_Os11g03420	89	297	355	180	3.408183685	11.15836195	13.46118297	6.979594458	0.515474161	3.135039715	0.305160407	1		
LOC_Os09g24490	158	154	196	193	6.050483395	5.785817309	7.432089754	7.48367628	0.355620925	2.756018633	0.305281547	1		
LOC_Os04g12980	1121	1500	1108	995	42.92779675	56.3553634	42.0140584	38.58164714	-0.276578154	5.487542983	0.30532069	1		
LOC_Os04g09810	55	76	36	54	2.106180929	2.855338412	1.36507771	2.093878337	-0.493192716	1.12060105	0.305625115	1		
LOC_Os03g05270	31	34	52	38	1.18712016	1.277388237	1.971778914	1.473469941	0.503413675	0.632782413	0.305634088	1		
LOC_Os09g28750	182	200	269	206	6.969544164	7.514048453	10.200164	7.987758102	0.349985036	3.040269301	0.305704306	1		
LOC_Os06g50490	1591	1809	1372	1362	60.92607014	67.96456826	52.02462828	52.81226473	-0.274423964	5.865855196	0.305721695	1		
LOC_Os01g01689	816	741	610	638	31.24806614	27.83954952	23.13048342	24.7387848	-0.28170598	4.74148893	0.305752762	1		
LOC_Os06g35670	512	717	533	436	19.60662974	26.9378637	20.21073387	16.9061288	-0.302502427	4.385458153	0.305830167	1		
LOC_Os09g15320	181	191	254	207	6.931249966	7.175916272	9.63138162	8.026533626	0.345387388	3.000377587	0.306055881	1		
LOC_Os05g28840	152	143	189	180	5.820718203	5.372544644	7.166657977	6.979594458	0.359335518	2.678668738	0.306116228	1		
LOC_Os06g08564	1022	1138	939	807	39.13667108	42.7549357	35.60577693	31.29184849	-0.269322815	5.215061477	0.306334975	1		
LOC_Os07g06830	794	2380	2290	1819	30.40559377	89.41717659	86.83410988	70.53267955	0.4228522	6.110215693	0.306340097	1		
LOC_Os09g29690	154	444	325	456	5.897306601	16.68118757	12.32361821	17.68163929	0.442903091	3.721252082	0.306373294	1		
LOC_Os02g42880	133	132	89	106	5.093128428	4.959271979	3.374775449	4.110205625	-0.401712648	2.153342691	0.306399533	1		
LOC_Os07g39550	29	34	16	25	1.110531762	1.277388237	0.606701204	0.969388119	-0.572569977	0.089896973	0.306418023	1		
LOC_Os07g16970	364	418	430	503	13.93908833	15.70436127	16.30509487	19.50408896	0.297117196	4.037145424	0.306490278	1		
LOC_Os01g52530	231	1224	904	1126	8.845959901	45.98597653	34.27861805	43.66124089	0.543261753	5.051148881	0.306528605	1		
LOC_Os09g39790	296	289	208	245	11.33508282	10.85780001	7.887115657	9.500003567	-0.328658594	3.31412058	0.306587356	1		
LOC_Os01g02139	376	376	335	256	14.39861871	14.12641109	12.70280647	9.92653434	-0.313022863	3.680454808	0.306601666	1		
LOC_Os06g36700	2313	2991	2032	2173	88.5744816	112.3725946	77.05105296	84.25921531	-0.291765921	6.496911927	0.306825952	1		
LOC_Os04g41860	66	36	105	43	2.527417115	1.352528722	3.981476654	1.667347565	0.554708734	1.295302097	0.306984831	1		
LOC_Os06g19070	1277	834	598	1015	48.90169175	31.33358205	22.67545751	39.35715764	-0.348726675	5.154752424	0.307128814	1		
LOC_Os08g01270	1651	1903	1603	1250	63.22372206	71.49617103	60.78387692	48.46940596	-0.280240291	5.926831442	0.307207976	1		
LOC_Os10g26670	290	99	289	242	11.10531762	3.719453984	10.9585405	9.383676993	0.469745388	3.149622214	0.307233531	1		
LOC_Os04g06350	90	96	119	120	3.446477883	3.606743257	4.512340208	4.653062972	0.400437763	2.044315196	0.307267424	1		
LOC_Os12g37890	1736	1938	1631	1322	66.47872895	72.81112951	61.84560402	51.26124374	-0.278370573	5.976018982	0.30729954	1		
LOC_Os03g16080	349	446	556	402	13.36467535	16.75632805	21.08286685	15.58776096	0.306151492	4.064170569	0.307399694	1		
LOC_Os03g49720	4370	2996	3083	2728	167.3456483	112.5604458	116.9037383	105.7796316	-0.311538063	6.971313022	0.307448469	1		
LOC_Os01g01420	1952	1692	1446	1482	74.75027587	63.56884991	54.83062135	57.4653277	-0.279221813	5.967744571	0.307546584	1		
LOC_Os11g02830	98	69	114	105	3.752831473	2.592346716	4.322746081	4.0714301	0.422994725	1.909893862	0.307799289	1		
LOC_Os01g57900	82	59	45	54	3.140124294	2.216644294	1.706347137	2.093878337	-0.473152859	1.23910935	0.307908714	1		
LOC_Os04g42784	420	384	472	487	16.08356346	14.42697303	17.89768553	18.88368056	0.291599526	4.077324153	0.308034306	1		
LOC_Os03g60800	651	769	536	595	24.92952336	28.8915163	20.32449035	23.07143723	-0.286009463	4.603098946	0.30808573	1		
LOC_Os06g34960	27	24	34	37	1.033943365	0.901685814	1.289240059	1.434694416	0.51314951	0.309310959	0.308246491	1		
LOC_Os03g43900	333	316	273	235	12.75196817	11.87219656	10.3518393	9.11224832	-0.317906168	3.467923559	0.308417341	1		
LOC_Os01g39250	1371	1615	1275	1137	52.50134642	60.67594126	48.34650223	44.08777166	-0.268937371	5.680730637	0.308520233	1		
LOC_Os02g41770	36	35	42	55	1.378591153	1.314958479	1.592590662	2.132653862	0.489866362	0.747359389	0.308552172	1		
LOC_Os12g41250	1661	2577	1665	1662	63.60666405	96.81851431	63.13484408	64.44492216	-0.304234347	6.165187	0.30859137	1		
LOC_Os03g50880	442	468	684	422	16.92603583	17.58287338	25.93647649	16.36327145	0.313471659	4.265071928	0.308629012	1		
LOC_Os01g72480	1499	1257	1864	1425	57.40300386	47.22579453	70.68069031	55.25512279	0.286552267	5.848661207	0.308698213	1		
LOC_Os05g01990	374	421	341	288	14.32203032	15.81707199	12.93031942	11.16735113	-0.300216231	3.764167838	0.308724784	1		
LOC_Os02g19330	1071	1045	897	816	41.01308681	39.26090317	34.01318627	31.64082821	-0.268341204	5.187903487	0.308914836	1		
LOC_Os02g48116	450	357	306	329	17.23238942	13.41257649	11.60316053	12.75714765	-0.309894561	3.786550868	0.308917897	1		
LOC_Os07g44350	633	624	458	542	24.24022778	23.44383117	17.36682198	21.01633442	-0.289514277	4.428950814	0.308954592	1		
LOC_Os10g10175	93	81	109	117	3.56136048	3.043189623	4.133151955	4.536736397	0.414048701	1.960157078	0.308959086	1		
LOC_Os03g56660	234	247	385	218	8.960842497	9.279849839	14.59874773	8.453064399	0.356995487	3.374499032	0.308959177	1		
LOC_Os01g66500	1612	1864	1364	1429	61.73024831	70.03093158	51.72127767	55.41022489	-0.274452621	5.89743699	0.309092098	1		
LOC_Os10g35010	1558	1372	1677	1783	59.66236158	51.54637239	63.58986999	69.13676066	0.277018722	5.930910906	0.309142941	1		
LOC_Os03g07800	813	848	644	690	31.13318355	31.85956544	24.41972348	26.75511209	-0.276402419	4.834802547	0.309163657	1		
LOC_Os03g38745	168	140	111	119	6.433425382	5.259833917	4.208989606	4.614287447	-0.384396212	2.376594356	0.309173316	1		
LOC_Os02g14780	2030	2215	1527	1849	77.73722337	83.21808662	57.90204619	71.69594529	-0.288020007	6.180217531	0.309319533	1		
LOC_Os05g08610	471	374	513	500	18.03656759	14.05127061	19.45235737	19.38776238	0.295982116	4.153248468	0.309587754	1		
LOC_Os06g05550	31	58	30	29	1.18712016	2.179074051	1.137564758	1.124490218	-0.545693049	0.563383351	0.309602886	1		
LOC_Os07g28890	79	70	104	91	3.025241698	2.629916958	3.943557829	3.528572754	0.422432225	1.74558867	0.30960983	1		
LOC_Os07g29750	171	211	145	354	6.548307978	7.927321118	5.498229665	13.72653577	0.43863937	3.088195754	0.309632352	1		
LOC_Os10g33940	678	594	805	705	25.96346672	22.3167239	30.52465435	27.33674496	0.281682375	4.732003629	0.309702086	1		
LOC_Os05g43670	144	139	89	119	5.514364613	5.222263675	3.374775449	4.614287447	-0.402299565	2.246704923	0.309756149	1		
LOC_Os06g50170	653	680	495	569	25.00611175	25.54776474	18.76981851	22.06327359	-0.28429978	4.514860503	0.309811914	1		
LOC_Os01g39840	90	136	153	136	3.446477883	5.109552948	5.801580267	5.273471368	0.396593048	2.313847297	0.309876215	1		
LOC_Os03g22210	190	855	1127	393	7.275897754	32.12255714	42.73451608	15.23878123	0.583898122	4.60081291	0.309895244	1		
LOC_Os08g39560	36	41	57	48	1.378591153	1.540379933	2.161373041	1.861225189	0.483791225	0.854516033	0.309895533	1		
LOC_Os10g28370	1190	855	1353	1097	45.57009646	32.12255714	51.3041706	42.53675067	0.290731148	5.423449253	0.309909021	1		
LOC_Os03g55460	30	24	6	26	1.148825961	0.901685814	0.227512952	1.008163644	-0.702029708	-0.159083172	0.309972067	1		
LOC_Os08g08120	2463	1982	1603	1922	94.31861141	74.46422017	60.78387692	74.5265586	-0.29698396	6.247253551	0.309972566	1		
LOC_Os07g05380	70	53	42	45	2.680593909	1.99122284	1.592590662	1.744898614	-0.463047672	1.052261957	0.310014074	1		
LOC_Os06g14406	974	1008	831	773	37.29854954	37.8708042	31.5105438	29.97348064	-0.267580388	5.093170491	0.310082949	1		
LOC_Os08g40590	92	118	155	116	3.523066281	4.433288587	5.877417918	4.497960873	0.405162861	2.216624855	0.310114213	1		
LOC_Os04g41500	1486	1749	2012	1819	56.90517928	65.71035372	76.29267645	70.53267955	0.28314414	6.072480284	0.310120999	1		
LOC_Os03g48150	386	394	315	303	14.7815607	14.80267545	11.94442996	11.748984	-0.297804912	3.739383021	0.310141194	1		
LOC_Os09g20980	41	35	49	55	1.570062147	1.314958479	1.858022438	2.132653862	0.48893394	0.842289234	0.310189877	1		
LOC_Os01g06580	682	496	824	606	26.11664352	18.63484016	31.24511203	23.49796801	0.308567834	4.63911583	0.310423749	1		
LOC_Os01g09420	1290	1404	988	1179	49.39951633	52.74862014	37.46379937	45.7163437	-0.27191168	5.532394007	0.310432699	1		
LOC_Os12g08790	572	660	807	653	21.90428166	24.79635989	30.600492	25.32041767	0.282178728	4.682152864	0.310435689	1		
LOC_Os03g55410	643	524	716	675	24.62316977	19.68680695	27.1498789	26.17347922	0.287551866	4.612374336	0.310561968	1		
LOC_Os11g25260	281	209	137	226	10.76066984	7.852180633	5.194879063	8.763268597	-0.391862015	3.037066966	0.310644225	1		
LOC_Os10g35260	208	217	293	228	7.965193331	8.152742571	11.11021581	8.840819646	0.328962356	3.181898919	0.310647083	1		
LOC_Os04g49960	866	815	689	665	33.16277608	30.61974745	26.12607061	25.78572397	-0.275282498	4.854081565	0.310672153	1		
LOC_Os03g18180	780	939	1016	999	29.86947499	35.27845749	38.52552648	38.73674924	0.269942862	5.154186601	0.310690399	1		
LOC_Os02g05410	219	177	178	121	8.386429516	6.649932881	6.749550899	4.691838497	-0.375164296	2.738887835	0.310817243	1		
LOC_Os08g33420	4255	4766	3613	3602	162.9418155	179.0597746	137.0007157	139.6694402	-0.28235107	7.269066871	0.31125987	1		
LOC_Os05g37930	646	311	675	540	24.73805236	11.68434534	25.59520706	20.93878337	0.368599362	4.379580889	0.311266814	1		
LOC_Os02g19040	60	83	60	41	2.297651922	3.118330108	2.275129516	1.589796515	-0.462795631	1.255188828	0.311279381	1		
LOC_Os01g70080	317	451	455	462	12.13926099	16.94417926	17.2530655	17.91429244	0.299308786	4.009263235	0.311290287	1		
LOC_Os09g03939	211	227	150	183	8.080075927	8.528444994	5.687823791	7.095921032	-0.353228602	2.888209275	0.311290288	1		
LOC_Os08g38580	48	64	76	72	1.838121538	2.404495505	2.881830721	2.791837783	0.442386692	1.35061893	0.311381858	1		
LOC_Os03g30300	39	83	42	41	1.493473749	3.118330108	1.592590662	1.589796515	-0.506849354	1.011556177	0.311393696	1		
LOC_Os04g15650	330	369	535	320	12.63708557	13.8634194	20.28657152	12.40816792	0.323097465	3.890728413	0.311408763	1		
LOC_Os06g38830	39	46	95	30	1.493473749	1.728231144	3.602288401	1.163265743	0.581314005	1.047564924	0.311436218	1		
LOC_Os03g27080	1849	1706	2540	1736	70.8059734	64.0948333	96.3138162	67.31431099	0.29768695	6.220174467	0.31153731	1		
LOC_Os01g10450	1613	1004	2158	1139	61.76854251	37.72052323	81.82882494	44.16532271	0.354882564	5.816495714	0.311554998	1		
LOC_Os09g35540	64	55	120	48	2.450828717	2.066363325	4.550259033	1.861225189	0.521008028	1.486251443	0.311599346	1		
LOC_Os11g18940	39	20	40	45	1.493473749	0.751404845	1.516753011	1.744898614	0.55695723	0.537604529	0.311599694	1		
LOC_Os12g13824	251	329	235	214	9.611843875	12.3606097	8.91092394	8.2979623	-0.328345534	3.297678596	0.311745257	1		
LOC_Os11g47039	243	225	167	192	9.305490285	8.453304509	6.332443821	7.444900755	-0.343330354	2.989281335	0.311748941	1		
LOC_Os11g39254	87	120	77	73	3.331595287	4.508429072	2.919749546	2.830613308	-0.422161938	1.791054435	0.311762596	1		
LOC_Os12g09580	318	283	379	347	12.17755519	10.63237856	14.37123478	13.45510709	0.307757758	3.668893889	0.311928549	1		
LOC_Os12g36630	177	411	265	160	6.778073171	15.44136957	10.0484887	6.204083962	-0.425018726	3.267801614	0.31197662	1		
LOC_Os08g44390	72	79	105	92	2.757182307	2.968049139	3.981476654	3.567348278	0.420740605	1.760722384	0.312002494	1		
LOC_Os12g10580	145	131	72	126	5.552658812	4.921701737	2.73015542	4.88571612	-0.434650726	2.198395644	0.312022995	1		
LOC_Os01g50460	3452	1582	3463	2942	132.1915739	59.43612326	131.3128919	114.0775939	0.371664149	6.773135705	0.312131533	1		
LOC_Os03g42464	739	1111	857	601	28.29941284	41.74053916	32.49643326	23.30409038	-0.304296616	4.971810521	0.312199134	1		
LOC_Os01g03950	64	200	92	86	2.450828717	7.514048453	3.488531925	3.33469513	-0.515570661	2.086640735	0.312281163	1		
LOC_Os11g05480	99	72	60	62	3.791125672	2.705057443	2.275129516	2.404082535	-0.452026389	1.517888819	0.312285601	1		
LOC_Os01g42280	261	135	232	277	9.994785862	5.071982706	8.797167464	10.74082036	0.393429444	3.126478721	0.312290486	1		
LOC_Os03g62780	2017	916	979	1244	77.23939879	34.41434191	37.12252994	48.23675281	-0.369680342	5.624296821	0.312419512	1		
LOC_Os10g35930	45	46	55	67	1.723238942	1.728231144	2.08553539	2.597960159	0.462806132	1.075329818	0.312512961	1		
LOC_Os03g49230	431	494	400	337	16.50479964	18.55969968	15.16753011	13.06735185	-0.289903322	3.985855491	0.312605562	1		
LOC_Os06g01850	7829	3471	6850	7616	299.8052817	130.4063109	259.7439531	295.3143966	0.384111745	7.946642415	0.312786654	1		
LOC_Os04g15840	29	24	5	26	1.110531762	0.901685814	0.189594126	1.008163644	-0.718986	-0.190094832	0.312840976	1		
LOC_Os03g06900	29	29	55	27	1.110531762	1.089537026	2.08553539	1.046939169	0.527580878	0.491897875	0.312854419	1		
LOC_Os01g49330	208	112	218	197	7.965193331	4.207867134	8.26630391	7.638778379	0.402930107	2.826749061	0.312872923	1		
LOC_Os01g71340	807	5085	4533	3893	30.90341835	191.0446819	171.886035	150.9531179	0.574908295	7.083666283	0.31290441	1		
LOC_Os10g11980	79	16	58	89	3.025241698	0.601123876	2.199291866	3.451021704	0.654100148	1.26207478	0.312977238	1		
LOC_Os08g43180	376	578	604	538	14.39861871	21.71560003	22.90297047	20.86123232	0.302293068	4.321282457	0.313310961	1		
LOC_Os03g45770	1448	1411	1205	1117	55.44999972	53.01161183	45.69218446	43.31226116	-0.263435471	5.623540174	0.313419306	1		
LOC_Os11g45880	25	29	44	31	0.957354968	1.089537026	1.668428312	1.202041268	0.507792934	0.381663671	0.313634686	1		
LOC_Os10g36490	171	161	124	127	6.548307978	6.048809005	4.701934334	4.924491645	-0.365523006	2.489743789	0.313664721	1		
LOC_Os11g28910	25	39	51	38	0.957354968	1.465239448	1.933860089	1.473469941	0.513806209	0.613644016	0.313671839	1		
LOC_Os05g46000	223	227	297	252	8.539606311	8.528444994	11.26189111	9.771432241	0.322886216	3.260690788	0.313692893	1		
LOC_Os04g11540	126	106	79	90	4.825069037	3.98244568	2.995587197	3.489797229	-0.419100986	1.959858161	0.313722396	1		
LOC_Os06g02380	11174	8999	10690	13623	427.8993763	338.0946101	405.3522422	528.2389739	0.307786752	8.731188743	0.313800212	1		
LOC_Os12g08090	504	662	698	682	19.30027615	24.87150038	26.46734004	26.44490789	0.284987039	4.602577353	0.313806392	1		
LOC_Os03g63700	1411	1729	1323	1214	54.03311437	64.95894887	50.16660584	47.07348706	-0.267567003	5.753191647	0.313818544	1		
LOC_Os04g27950	215	292	337	282	8.233252721	10.97051074	12.77864412	10.93469798	0.327895876	3.430094335	0.313821324	1		
LOC_Os06g26340	961	879	744	742	36.80072496	33.02424295	28.211606	28.77143938	-0.271423973	4.986321283	0.313844899	1		
LOC_Os07g40770	206	251	174	176	7.888604933	9.430130808	6.597875598	6.824492359	-0.343432635	2.951332171	0.313878522	1		
LOC_Os05g50120	88	66	69	39	3.369889486	2.479635989	2.616398944	1.512245466	-0.48365818	1.357937234	0.313903811	1		
LOC_Os03g32314	4030	5286	5078	6027	154.3256208	198.5963006	192.5517947	233.7000878	0.298432038	7.604081708	0.313973422	1		
LOC_Os06g02420	1130	814	1086	1231	43.27244454	30.5821772	41.17984425	47.73267099	0.288300316	5.349141776	0.314005442	1		
LOC_Os04g35480	524	590	497	394	20.06616012	22.16644294	18.84565616	15.27755676	-0.285520944	4.255110711	0.314078344	1		
LOC_Os12g19549	343	348	314	227	13.13491016	13.07444431	11.90651114	8.802044122	-0.319033385	3.556290768	0.314089716	1		
LOC_Os05g41200	105	182	114	95	4.020890864	6.837784092	4.322746081	3.683674853	-0.413675734	2.253986289	0.314113049	1		
LOC_Os04g52520	707	613	534	525	27.07399848	23.03055851	20.2486527	20.3571505	-0.281965445	4.504559858	0.314136463	1		
LOC_Os02g02980	1972	2211	1828	1527	75.51615985	83.06780565	69.3156126	59.21022632	-0.28091855	6.161776494	0.314183189	1		
LOC_Os12g34980	1116	1111	828	970	42.73632575	41.74053916	31.39678733	37.61225902	-0.268219457	5.261288085	0.314287828	1		
LOC_Os10g29170	79	81	56	59	3.025241698	3.043189623	2.123454215	2.287755961	-0.436483408	1.426691427	0.314342985	1		
LOC_Os08g36410	16	38	39	38	0.612707179	1.427669206	1.478834186	1.473469941	0.557082563	0.401843112	0.314369661	1		
LOC_Os09g29940	404	785	768	680	15.47085628	29.49264018	29.12165781	26.36735684	0.330428167	4.650058042	0.314425527	1		
LOC_Os04g48880	621	525	625	740	23.7806974	19.72437719	23.6992658	28.69388833	0.290398641	4.58728646	0.314451415	1		
LOC_Os04g51794	258	294	315	350	9.879903266	11.04565123	11.94442996	13.57143367	0.310153712	3.544695225	0.314539724	1		
LOC_Os07g49114	474	685	858	548	18.15145019	25.73561595	32.53435209	21.24898757	0.31586596	4.609466174	0.314566057	1		
LOC_Os09g30100	301	185	291	317	11.52655381	6.950494819	11.03437815	12.29184135	0.355430332	3.39611062	0.314575737	1		
LOC_Os05g43252	4724	4733	6023	5221	180.9017947	177.8199566	228.3850846	202.4470148	0.285767306	7.62296692	0.314727257	1		
LOC_Os05g49070	292	303	390	327	11.18190602	11.38378341	14.78834186	12.6795966	0.305216561	3.650863567	0.314816281	1		
LOC_Os12g02790	12	28	35	23	0.459530384	1.051966783	1.327158885	0.89183707	0.575139608	0.009180717	0.314882079	1		
LOC_Os07g29200	45	34	50	57	1.723238942	1.277388237	1.895941264	2.210204912	0.472930602	0.888234603	0.314928529	1		
LOC_Os12g05780	1190	1166	952	961	45.57009646	43.80690248	36.09872166	37.2632793	-0.262442831	5.345216662	0.315088368	1		
LOC_Os04g52260	1163	1233	1251	626	44.53615309	46.32410871	47.43645042	24.2734785	-0.323000859	5.341064027	0.31509721	1		
LOC_Os03g37970	3979	4975	3257	3842	152.3726166	186.9119553	123.5016139	148.9755661	-0.290736296	7.252835181	0.315207964	1		
LOC_Os06g43860	12730	14000	17423	14437	487.4851495	525.9833917	660.6596928	559.802251	0.290129717	9.122553509	0.315404657	1		
LOC_Os03g64020	6782	4244	4110	4509	259.7112556	159.4481082	155.8463719	174.8388412	-0.322891314	7.549299132	0.315517279	1		
LOC_Os07g38290	66	102	110	108	2.527417115	3.832164711	4.17107078	4.187756675	0.419067249	1.90596566	0.315662777	1		
LOC_Os04g42010	871	1105	860	730	33.35424707	41.5151177	32.61018974	28.30613308	-0.274098953	5.082748899	0.315705417	1		
LOC_Os06g45980	200	298	310	298	7.658839741	11.19593219	11.75483584	11.55510638	0.331145001	3.404927242	0.315751064	1		
LOC_Os08g37670	5321	10524	5401	6610	203.7634313	395.3892296	204.7995753	256.3062187	-0.348078979	8.043594644	0.315772554	1		
LOC_Os02g50020	100	78	40	82	3.82941987	2.930478897	1.516753011	3.179593031	-0.500502495	1.553500718	0.315926442	1		
LOC_Os12g10784	120	104	127	159	4.595303845	3.907305195	4.81569081	6.165308438	0.391451593	2.305722312	0.315937136	1		
LOC_Os02g04010	1047	1241	1622	1096	40.09402604	46.62467065	61.5043346	42.49797514	0.283457763	5.573536522	0.31601806	1		
LOC_Os11g18990	448	406	321	357	17.15580102	15.25351836	12.17194291	13.84286234	-0.294612062	3.872640316	0.316085248	1		
LOC_Os11g16530	616	619	829	636	23.5892264	23.25597996	31.43470615	24.66123375	0.280755471	4.686954259	0.316097184	1		
LOC_Os01g73024	111	149	203	130	4.250656056	5.597966097	7.697521531	5.040818219	0.392892977	2.512665725	0.316104863	1		
LOC_Os05g44030	134	118	165	153	5.131422626	4.433288587	6.25660617	5.932655289	0.370718469	2.461492833	0.316130147	1		
