geneID	rice_mock.rep1_count	rice_mock.rep2_count	rice_RSV.rep1_count	rice_RSV.rep2_count	rice_mock.rep1_cpm	rice_mock.rep2_cpm	rice_RSV.rep1_cpm	rice_RSV.rep2_cpm	LogFC	LogCPM	Pvalue	FDR		
LOC_Os04g40340	58	55	55	38	2.221063525	2.066363325	2.08553539	1.473469941	-0.247257445	1.022971557	0.596485861	1		
LOC_Os02g57250	2907	2806	2314	2696	111.3212356	105.4220998	87.74416169	104.5388148	-0.149483178	6.674187617	0.596503908	1		
LOC_Os01g01369	876	1172	919	881	33.54571807	44.03232393	34.84740043	34.16123732	-0.144197714	5.193588113	0.596508471	1		
LOC_Os04g44340	1049	761	1204	784	40.17061444	28.59095436	45.65426563	30.40001142	0.1623507	5.178444504	0.596513248	1		
LOC_Os03g28310	502	561	485	449	19.22368775	21.07690591	18.39063026	17.41021062	-0.147857413	4.251311567	0.596555186	1		
LOC_Os12g37640	456	609	487	444	17.46215461	22.88027754	18.46646791	17.216333	-0.152786251	4.249035069	0.596633743	1		
LOC_Os03g10500	123	101	123	130	4.710186441	3.794594469	4.664015509	5.040818219	0.211680059	2.20885454	0.5967199	1		
LOC_Os09g37310	40	74	27	62	1.531767948	2.780197928	1.023808282	2.404082535	-0.300020212	1.003761852	0.59674112	1		
LOC_Os08g30014	122	187	101	155	4.671892242	7.025635303	3.829801353	6.010206339	-0.221220039	2.444714819	0.596768981	1		
LOC_Os03g26000	310	413	295	331	11.8712016	15.51651006	11.18605346	12.8346987	-0.163736752	3.687958676	0.596769369	1		
LOC_Os04g21350	4622	607	1495	2567	176.9957864	22.80513705	56.68864379	99.53677207	-0.342014436	6.481769732	0.59681316	1		
LOC_Os03g04000	1329	1416	1190	1236	50.89299008	53.19946305	45.12340208	47.92654861	-0.138473366	5.621600315	0.596938039	1		
LOC_Os06g49160	1386	748	1063	1294	53.0757594	28.10254121	40.30771127	50.17552905	0.175312766	5.426729987	0.59695593	1		
LOC_Os02g58530	59	45	50	71	2.259357724	1.690660902	1.895941264	2.753062258	0.257045938	1.153042186	0.59702761	1		
LOC_Os01g08830	1825	2112	1641	1809	69.88691264	79.34835166	62.22479228	70.1449243	-0.148566989	6.135140735	0.597070859	1		
LOC_Os11g34770	119	78	96	129	4.557009646	2.930478897	3.640207226	5.002042695	0.227905579	2.038177107	0.597139344	1		
LOC_Os12g20390	2718	3436	3488	3153	104.0836321	129.0913524	132.2608626	122.2592296	0.150191367	6.92694001	0.597185648	1		
LOC_Os04g45834	454	586	740	407	17.38556621	22.01616197	28.0599307	15.78163858	0.174736875	4.379102463	0.597237103	1		
LOC_Os12g35290	659	667	595	573	25.23587695	25.05935159	22.56170104	22.21837569	-0.145172549	4.571866618	0.597255126	1		
LOC_Os02g43430	361	421	352	331	13.82420573	15.81707199	13.3474265	12.8346987	-0.155636591	3.8062097	0.59726711	1		
LOC_Os08g24400	799	864	799	668	30.59706476	32.46068932	30.29714139	25.90205054	-0.144120605	4.897115536	0.597279639	1		
LOC_Os12g05090	399	362	356	310	15.27938528	13.6004277	13.4991018	12.02041268	-0.157499268	3.769966447	0.597304377	1		
LOC_Os04g46310	799	996	827	753	30.59706476	37.4199613	31.3588685	29.19797015	-0.143866721	5.005008627	0.597381802	1		
LOC_Os04g57780	217	240	323	187	8.309841119	9.016858143	12.24778056	7.251023131	0.190292169	3.210043705	0.597465156	1		
LOC_Os04g24165	633	374	568	543	24.24022778	14.05127061	21.53789276	21.05510995	0.171564646	4.342648948	0.597513629	1		
LOC_Os09g37949	398	351	334	320	15.24109108	13.18715503	12.66488764	12.40816792	-0.159865106	3.74648255	0.597539819	1		
LOC_Os01g49920	142	174	204	148	5.437776216	6.537222154	7.735440356	5.738777665	0.192181772	2.682637826	0.59757081	1		
LOC_Os05g05480	1034	980	1000	1161	39.59620146	36.81883742	37.91882527	45.01838425	0.141211411	5.317081107	0.597599139	1		
LOC_Os12g43000	73	47	40	103	2.795476505	1.765801386	1.516753011	3.993879051	0.296643957	1.375641808	0.597623797	1		
LOC_Os01g61380	253	236	269	267	9.688432272	8.866577174	10.200164	10.35306511	0.169425995	3.298346048	0.597641794	1		
LOC_Os03g63410	714	1070	762	794	27.34205788	40.20015922	28.89414486	30.78776666	-0.15233909	4.989407001	0.597657015	1		
LOC_Os04g35780	704	818	751	588	26.95911589	30.73245817	28.47703778	22.80000856	-0.147870895	4.766768462	0.597665232	1		
LOC_Os02g45040	35	226	125	72	1.340296955	8.490874752	4.739853159	2.791837783	-0.352786564	2.132311114	0.597707474	1		
LOC_Os03g56790	5329	5662	4927	4725	204.0697849	212.7227117	186.8260521	183.2143545	-0.148900523	7.616447376	0.597943006	1		
LOC_Os03g01018	181	114	151	183	6.931249966	4.283007618	5.725742616	7.095921032	0.21338807	2.604941821	0.597991563	1		
LOC_Os08g42290	84	67	74	51	3.216712691	2.517206232	2.80599307	1.977551763	-0.241643253	1.432227375	0.598024719	1		
LOC_Os02g18450	11497	4154	6356	6851	440.2684025	156.0667864	241.0120534	265.6511202	-0.220249982	8.108407051	0.598079681	1		
LOC_Os05g20304	19	30	28	30	0.727589775	1.127107268	1.061727108	1.163265743	0.285741024	0.129063303	0.598180808	1		
LOC_Os03g44520	43	55	38	42	1.646650544	2.066363325	1.44091536	1.62857204	-0.249666098	0.821148479	0.598210265	1		
LOC_Os06g51310	584	487	562	598	22.36381204	18.29670798	21.3103798	23.18776381	0.151536393	4.415678253	0.598298618	1		
LOC_Os01g17000	112	93	95	138	4.288950255	3.494032531	3.602288401	5.351022418	0.225113125	2.089996274	0.598353647	1		
LOC_Os09g32526	968	1247	1091	861	37.06878435	46.8500921	41.36943837	33.38572682	-0.143756766	5.307210574	0.598647968	1		
LOC_Os05g51470	608	170	224	408	23.28287281	6.386941185	8.493816862	15.8204141	-0.270160846	3.765141129	0.598760349	1		
LOC_Os03g32270	5815	5641	5233	4839	222.6807655	211.9337366	198.4292127	187.6347643	-0.149204804	7.677483803	0.59879168	1		
LOC_Os09g22500	951	945	905	773	36.41778297	35.50387894	34.31653687	29.97348064	-0.140400217	5.088888642	0.598867696	1		
LOC_Os01g01720	1096	1049	1132	1167	41.97044178	39.41118414	42.92411021	45.2510374	0.138002488	5.405991271	0.598881352	1		
LOC_Os11g23880	877	812	917	899	33.58401226	30.50703672	34.77156278	34.85919676	0.141323618	5.064110324	0.598918566	1		
LOC_Os12g04490	26	46	43	42	0.995649166	1.728231144	1.630509487	1.62857204	0.28316676	0.648872345	0.598931433	1		
LOC_Os08g07280	700	748	891	674	26.80593909	28.10254121	33.78567332	26.13470369	0.147209259	4.84342747	0.599045264	1		
LOC_Os07g33690	77	116	154	71	2.9486533	4.358148103	5.839499092	2.753062258	0.254683836	2.012829366	0.599129045	1		
LOC_Os09g29760	86	106	96	121	3.293301089	3.98244568	3.640207226	4.691838497	0.22045974	1.989571196	0.599151846	1		
LOC_Os02g43519	850	1039	1073	952	32.5500689	39.03548171	40.68689952	36.91429958	0.13977066	5.220165362	0.599224869	1		
LOC_Os08g42760	143	150	176	150	5.476070415	5.63553634	6.673713248	5.816328715	0.190519624	2.576223261	0.599304825	1		
LOC_Os03g01200	161	172	231	142	6.165365991	6.462081669	8.759248638	5.506124517	0.196005662	2.761311287	0.599316114	1		
LOC_Os02g19950	388	259	337	376	14.8581491	9.730692746	12.77864412	14.57959731	0.173979648	3.706832506	0.599360713	1		
LOC_Os10g39440	3383	2816	2668	2781	129.5492742	105.7978022	101.1674258	107.8347344	-0.150055633	6.793913976	0.599468082	1		
LOC_Os10g38930	536	597	633	587	20.52569051	22.42943463	24.0026164	22.76123304	0.145425672	4.489035423	0.599495035	1		
LOC_Os10g04290	64	29	65	46	2.450828717	1.089537026	2.464723643	1.783674139	0.278548042	1.01518217	0.599512623	1		
LOC_Os02g03890	1830	2162	1730	1775	70.07838363	81.22686378	65.59956773	68.82655646	-0.146518895	6.15578303	0.599597768	1		
LOC_Os08g01510	51	66	30	63	1.953004134	2.479635989	1.137564758	2.44285806	-0.280053485	1.052768443	0.599621505	1		
LOC_Os03g05690	823	771	748	660	31.51612553	28.96665679	28.36328131	25.59184634	-0.143591839	4.838576037	0.599702442	1		
LOC_Os03g53280	1528	1445	1775	1432	58.51353562	54.28900007	67.30591486	55.52655146	0.143438868	5.87924305	0.599725462	1		
LOC_Os05g09490	2167	2686	2253	2009	82.98352859	100.9136707	85.43111334	77.90002925	-0.147528094	6.436046012	0.5997875	1		
LOC_Os01g64090	443	569	403	478	16.96433003	21.37746785	15.28128659	18.53470084	-0.155583059	4.174988161	0.599811507	1		
LOC_Os11g04070	53	82	50	60	2.029592531	3.080759866	1.895941264	2.326531486	-0.24879607	1.264048129	0.599814582	1		
LOC_Os03g56060	51	89	60	101	1.953004134	3.343751562	2.275129516	3.916328001	0.253688578	1.55705605	0.599882381	1		
LOC_Os04g52270	2042	2418	2069	1853	78.19675375	90.84484579	78.45404949	71.85104739	-0.1462758	6.315625602	0.599913385	1		
LOC_Os04g57640	1374	1478	1241	1281	52.61622902	55.52881807	47.05726217	49.67144722	-0.137596696	5.6769528	0.599997862	1		
LOC_Os05g27960	734	857	761	641	28.10794185	32.19769762	28.85622603	24.85511137	-0.144377432	4.832144287	0.59999991	1		
LOC_Os03g08284	713	697	845	677	27.30376368	26.18645886	32.04140736	26.25103027	0.144874964	4.805293519	0.600024434	1		
LOC_Os09g07500	830	868	805	696	31.78418492	32.61097029	30.52465435	26.98776524	-0.14113317	4.929015851	0.600064649	1		
LOC_Os01g74190	1795	1522	1584	2006	68.73808667	57.18190873	60.06341924	77.78370268	0.15327767	6.043876069	0.600113568	1		
LOC_Os08g43300	103	88	147	74	3.944302467	3.306181319	5.574067315	2.869388833	0.237125166	1.99622752	0.600201856	1		
LOC_Os04g59494	3551	2988	3255	3822	135.9826996	112.2598839	123.4257763	148.2000557	0.152004088	7.021714565	0.600241149	1		
LOC_Os03g14380	1017	1052	1269	959	38.94520008	39.52389486	48.11898927	37.18572825	0.141394132	5.354604941	0.600248521	1		
LOC_Os01g51280	406	453	472	455	15.54744467	17.01931975	17.89768553	17.64286377	0.149167485	4.09311859	0.600459299	1		
LOC_Os08g04280	1315	1504	1354	1141	50.3568713	56.50564437	51.34208942	44.24287376	-0.138400891	5.658847048	0.60049232	1		
LOC_Os03g52840	50376	24904	28646	35777	1929.108554	935.6493133	1086.222669	1387.27195	-0.193711105	10.3823739	0.600590686	1		
LOC_Os10g39220	486	509	533	538	18.61098057	19.12325331	20.21073387	20.86123232	0.145185112	4.30314028	0.600621978	1		
LOC_Os12g42190	122	140	96	123	4.671892242	5.259833917	3.640207226	4.769389546	-0.215001545	2.217138145	0.600639844	1		
LOC_Os09g32968	84	89	55	87	3.216712691	3.343751562	2.08553539	3.373470655	-0.239710224	1.620344102	0.600661577	1		
LOC_Os12g37870	3133	3540	3015	2854	119.9757245	132.9986576	114.3252582	110.6653477	-0.145935798	6.897343393	0.600747889	1		
LOC_Os01g01620	1535	1620	1762	1625	58.78159501	60.86379247	66.81297013	63.01022774	0.140184629	5.961462306	0.600768198	1		
LOC_Os08g09520	360	483	449	461	13.78591153	18.14642701	17.02555255	17.87551692	0.153198837	4.065517521	0.600782216	1		
LOC_Os10g11110	866	787	712	746	33.16277608	29.56778066	26.9982036	28.92654147	-0.143637286	4.891333949	0.600852252	1		
LOC_Os06g19480	182	210	178	158	6.969544164	7.889750875	6.749550899	6.126532913	-0.183647294	2.804878569	0.600883059	1		
LOC_Os03g47240	333	285	391	288	12.75196817	10.70751905	14.82626068	11.16735113	0.167344601	3.633966292	0.60091732	1		
LOC_Os01g06270	777	793	908	780	29.75459239	29.79320212	34.43029335	30.24490932	0.140816006	4.957192804	0.600923276	1		
LOC_Os02g14120	361	390	414	397	13.82420573	14.65239448	15.69839366	15.39388333	0.149584489	3.900894511	0.600958579	1		
LOC_Os11g03720	92	90	115	92	3.523066281	3.381321804	4.360664907	3.567348278	0.220386557	1.917042104	0.60105441	1		
LOC_Os02g07044	434	279	354	432	16.61968224	10.48209759	13.42326415	16.7510267	0.175196956	3.847404833	0.601068166	1		
LOC_Os05g14300	653	799	837	725	25.00611175	30.01862357	31.73805676	28.11225545	0.144473185	4.843925258	0.601121563	1		
LOC_Os02g10090	375	349	455	335	14.36032451	13.11201455	17.2530655	12.9898008	0.158611657	3.855247012	0.601142773	1		
LOC_Os01g11340	83	119	118	110	3.178418492	4.470858829	4.474421382	4.265307724	0.216580453	2.057505794	0.601156489	1		
LOC_Os01g22520	4747	3457	4238	4693	181.7825613	129.8803275	160.6999815	181.9735377	0.157331766	7.353827239	0.601170027	1		
LOC_Os03g07150	1122	1110	968	1009	42.96609095	41.70296891	36.70542287	39.12450449	-0.136357411	5.325790628	0.601193416	1		
LOC_Os02g28820	116	59	86	118	4.44212705	2.216644294	3.261018974	4.575511922	0.254323716	1.887725526	0.601194556	1		
LOC_Os12g35270	429	535	428	416	16.42821124	20.10007961	16.22925722	16.1306183	-0.150679413	4.107919888	0.601250497	1		
LOC_Os08g27070	3161	4245	3579	2906	121.0479621	159.4856784	135.7114757	112.681675	-0.151939764	7.042091381	0.601256965	1		
LOC_Os02g15310	1990	2287	1873	1889	76.20545542	85.92314406	71.02195974	73.24696628	-0.144603353	6.256500912	0.601269851	1		
LOC_Os03g20640	1367	982	1341	1206	52.34816963	36.8939779	50.84914469	46.76328287	0.148336778	5.546608998	0.601282378	1		
LOC_Os10g05210	579	687	524	586	22.17234105	25.81075644	19.86946444	22.72245751	-0.147297902	4.501899979	0.60148251	1		
LOC_Os02g02950	89	114	71	97	3.408183685	4.283007618	2.692236595	3.761225902	-0.227066724	1.849018714	0.601489028	1		
LOC_Os09g27970	771	901	746	728	29.5248272	33.85078828	28.28744365	28.22858203	-0.14160921	4.904910663	0.601500882	1		
LOC_Os09g28550	43	41	64	35	1.646650544	1.540379933	2.426804818	1.357143367	0.26665892	0.859684543	0.601612262	1		
LOC_Os08g09040	33	24	15	29	1.263708557	0.901685814	0.568782379	1.124490218	-0.330609647	0.054819911	0.601613616	1		
LOC_Os01g46926	8250	8024	7207	7099	315.9271393	301.4636239	273.2809738	275.2674503	-0.14840536	8.184130306	0.601671647	1		
LOC_Os10g33170	1742	2013	1698	1606	66.70849414	75.62889768	64.38616532	62.27349277	-0.144982055	6.068650233	0.601800941	1		
LOC_Os06g39760	1908	2072	1823	1684	73.06533113	77.84554197	69.12601848	65.2979837	-0.14422747	6.153830628	0.601816961	1		
LOC_Os08g27540	356	396	420	392	13.63273474	14.87781594	15.92590662	15.20000571	0.149484415	3.902318589	0.601817392	1		
LOC_Os03g07870	459	532	512	554	17.57703721	19.98736888	19.41443854	21.48164072	0.146752515	4.296666418	0.601830776	1		
LOC_Os12g26875	113	97	107	130	4.327244454	3.6443135	4.057314304	5.040818219	0.213002586	2.11737621	0.601832872	1		
LOC_Os04g41100	4469	4635	4147	3870	171.136774	174.1380729	157.2493684	150.0612808	-0.145704393	7.346706231	0.601854838	1		
LOC_Os01g50450	3951	3438	3170	3333	151.3003791	129.1664929	120.2026761	129.238824	-0.14747204	7.047639547	0.601923764	1		
LOC_Os12g18140	884	919	831	764	33.85207165	34.52705264	31.5105438	29.62450092	-0.139260259	5.016354515	0.601994576	1		
LOC_Os06g45000	607	665	605	516	23.24457861	24.98421111	22.94088929	20.00817078	-0.145007131	4.510948844	0.602039864	1		
LOC_Os12g36580	163	176	202	173	6.241954389	6.612362638	7.659602706	6.708165784	0.182642277	2.779557295	0.602067275	1		
LOC_Os02g44102	315	306	256	283	12.06267259	11.49649413	9.70721927	10.97347351	-0.165057159	3.473957314	0.602119518	1		
LOC_Os02g56080	151	93	95	109	5.782424004	3.494032531	3.602288401	4.226532199	-0.224737771	2.120069923	0.602207665	1		
LOC_Os10g42280	422	363	393	458	16.16015185	13.63799794	14.90209833	17.75919034	0.154604694	3.970469711	0.602210257	1		
LOC_Os11g42490	1669	976	1508	1393	63.91301764	36.66855645	57.18158851	54.014306	0.162210904	5.727910048	0.602216993	1		
LOC_Os01g33762	81	79	64	69	3.101830095	2.968049139	2.426804818	2.675511209	-0.227454465	1.517180346	0.602229798	1		
LOC_Os05g43780	413	494	398	397	15.81550407	18.55969968	15.09169246	15.39388333	-0.149290537	4.021673486	0.602240643	1		
LOC_Os08g37690	263	785	721	463	10.07137426	29.49264018	27.33947302	17.95306797	0.223055112	4.404478676	0.602368519	1		
LOC_Os04g40130	147	165	122	143	5.62924721	6.199089974	4.626096684	5.544900041	-0.193430262	2.475508314	0.602399089	1		
LOC_Os02g44290	49	77	62	83	1.876415737	2.892908654	2.350967167	3.218368555	0.250013353	1.408842267	0.602407998	1		
LOC_Os07g44744	703	705	686	557	26.92082169	26.4870208	26.01231414	21.59796729	-0.144568857	4.658570551	0.60246515	1		
LOC_Os08g21561	449	457	404	392	17.19409522	17.16960071	15.31920541	15.20000571	-0.148663677	4.022775381	0.602540316	1		
LOC_Os02g45974	78	78	83	46	2.986947499	2.930478897	3.147262498	1.783674139	-0.24290513	1.474632219	0.602621141	1		
LOC_Os05g27730	5741	8317	7628	7565	219.8469948	312.4717049	289.2447992	293.3368448	0.155841514	8.119099931	0.602649446	1		
LOC_Os11g12050	691	718	1016	535	26.4612913	26.97543395	38.52552648	20.74490575	0.168074885	4.815552679	0.602770888	1		
LOC_Os07g20410	312	347	375	340	11.94779	13.03687407	14.21955948	13.18367842	0.155977606	3.716299304	0.602948403	1		
LOC_Os12g40510	762	1205	1053	1061	29.18017941	45.27214193	39.92852301	41.14083178	0.149187111	5.279506789	0.602984828	1		
LOC_Os06g05580	59	31	32	40	2.259357724	1.16467751	1.213402409	1.551020991	-0.288195544	0.696793227	0.603016575	1		
LOC_Os03g19420	2990	55	472	1588	114.4996541	2.066363325	17.89768553	61.57553333	-0.539114472	5.624905161	0.603034377	1		
LOC_Os09g34130	736	857	731	674	28.18453025	32.19769762	27.71866128	26.13470369	-0.141831338	4.835209443	0.603046774	1		
LOC_Os01g65200	374	488	386	367	14.32203032	18.33427822	14.63666656	14.23061759	-0.153586703	3.945306059	0.603097568	1		
LOC_Os04g58350	132	111	136	136	5.054834229	4.170296891	5.156960237	5.273471368	0.198288181	2.317114428	0.603123456	1		
LOC_Os03g01290	37	63	52	63	1.416885352	2.366925263	1.971778914	2.44285806	0.248308716	1.084574191	0.603128556	1		
LOC_Os06g02340	129	123	77	132	4.939951633	4.621139798	2.919749546	5.118369269	-0.225059317	2.159798596	0.603158299	1		
LOC_Os03g12360	1521	1150	1421	1463	58.24547623	43.2057786	53.88265072	56.72859273	0.145049536	5.729183393	0.603189006	1		
LOC_Os01g71270	130	165	165	162	4.978245832	6.199089974	6.25660617	6.281635012	0.189707453	2.582853621	0.603262026	1		
LOC_Os06g36490	322	233	238	242	12.33073198	8.753866448	9.024680415	9.383676993	-0.175619757	3.312315425	0.603294037	1		
LOC_Os11g05394	352	386	325	320	13.47955794	14.50211351	12.32361821	12.40816792	-0.154929394	3.724378494	0.60329775	1		
LOC_Os02g07150	224	221	225	158	8.57790051	8.30302354	8.531735687	6.126532913	-0.183182838	2.988375819	0.603333812	1		
LOC_Os10g38140	1302	976	991	1021	49.85904671	36.66855645	37.57755585	39.58981078	-0.144858307	5.355354175	0.603358368	1		
LOC_Os05g12380	103	129	119	140	3.944302467	4.846561252	4.512340208	5.428573467	0.202130552	2.247935433	0.60339042	1		
LOC_Os11g09940	1546	1442	1269	1375	59.2028312	54.17628934	48.11898927	53.31634655	-0.138121296	5.746013288	0.60340815	1		
LOC_Os09g36040	2746	2253	2821	2590	105.1558696	84.64575582	106.9690061	100.4286091	0.14810368	6.63287189	0.603522163	1		
LOC_Os10g17630	94	64	74	58	3.599654678	2.404495505	2.80599307	2.248980436	-0.229026779	1.503384406	0.603548679	1		
LOC_Os05g16660	924	1027	870	856	35.3838396	38.58463881	32.98937799	33.1918492	-0.137189289	5.129881012	0.603604617	1		
LOC_Os08g43680	162	137	124	130	6.20366019	5.14712319	4.701934334	5.040818219	-0.198661392	2.416457955	0.603671222	1		
LOC_Os08g08240	648	637	690	438	24.81464076	23.93224432	26.16398944	16.98367985	-0.156555615	4.521738659	0.603682936	1		
LOC_Os02g56170	739	970	912	920	28.29941284	36.443135	34.58196865	35.67348278	0.142696869	5.076475472	0.603715919	1		
LOC_Os10g37860	44	60	52	67	1.684944743	2.254214536	1.971778914	2.597960159	0.239106101	1.136863012	0.603723316	1		
LOC_Os12g40115	212	311	219	230	8.118370125	11.68434534	8.304222735	8.918370696	-0.175595372	3.217191024	0.603907881	1		
LOC_Os05g30860	300	385	327	268	11.48825961	14.46454327	12.39945586	10.39184064	-0.164094145	3.610888083	0.603939981	1		
ChrSy.fgenesh.gene.74	753	802	826	840	28.83553162	30.1313343	31.32094968	32.5714408	0.138859523	4.941721577	0.603955738	1		
LOC_Os03g09030	55	43	36	44	2.106180929	1.615520417	1.36507771	1.70612309	-0.25462062	0.824479008	0.604158037	1		
LOC_Os02g34680	1580	1520	1348	1397	60.50483395	57.10676824	51.11457647	54.1694081	-0.137311433	5.798933378	0.604258713	1		
LOC_Os07g10520	452	417	502	438	17.30897781	15.66679102	19.03525029	16.98367985	0.14832623	4.112112201	0.604289971	1		
LOC_Os09g21796	132	120	105	108	5.054834229	4.508429072	3.981476654	4.187756675	-0.205104386	2.169608211	0.604384199	1		
LOC_Os04g40030	198	224	219	243	7.582251344	8.415734267	8.304222735	9.422452518	0.17197064	3.086099032	0.604535726	1		
LOC_Os04g35650	87	101	75	82	3.331595287	3.794594469	2.843911896	3.179593031	-0.218295702	1.74600873	0.604595114	1		
LOC_Os01g53890	468	480	463	371	17.92168499	18.03371629	17.5564161	14.38571969	-0.149372741	4.087376001	0.604631375	1		
LOC_Os04g58960	83	96	102	99	3.178418492	3.606743257	3.867720178	3.838776952	0.206735499	1.884142921	0.60464278	1		
LOC_Os01g45360	359	637	591	493	13.74761733	23.93224432	22.41002574	19.11633371	0.166096992	4.307819744	0.60465367	1		
LOC_Os04g15790	327	277	276	249	12.52220298	10.40695711	10.46559578	9.655105666	-0.167814932	3.434864978	0.604695035	1		
LOC_Os12g40830	1318	1867	1914	1520	50.47175389	70.14364231	72.57663158	58.93879764	0.148687159	5.975043131	0.604765577	1		
LOC_Os03g52400	109	112	122	126	4.174067659	4.207867134	4.626096684	4.88571612	0.205097228	2.183253361	0.604770463	1		
LOC_Os05g36920	508	623	479	513	19.45345294	23.40626093	18.16311731	19.8918442	-0.146914659	4.339493685	0.604790749	1		
LOC_Os03g63480	7793	5282	6831	7455	298.4266905	198.4460196	259.0234955	289.0715371	0.161315796	8.029187282	0.604803832	1		
LOC_Os01g40330	2081	2333	2653	2109	79.6902275	87.6513752	100.5986435	81.77758173	0.146010843	6.447521566	0.604817583	1		
LOC_Os02g51000	82	68	58	66	3.140124294	2.554776474	2.199291866	2.559184634	-0.23686485	1.424414572	0.604821561	1		
LOC_Os03g64014	292	211	207	227	11.18190602	7.927321118	7.849196832	8.802044122	-0.177967767	3.170431776	0.604835335	1		
LOC_Os08g43040	718	741	597	687	27.49523467	27.83954952	22.63753869	26.63878551	-0.143588657	4.709820102	0.604859207	1		
LOC_Os03g61330	541	754	565	568	20.7171615	28.32796267	21.42413628	22.02449807	-0.149521522	4.53099785	0.604862423	1		
LOC_Os04g31090	46	28	29	30	1.76153314	1.051966783	1.099645933	1.163265743	-0.293024719	0.425173942	0.604922559	1		
LOC_Os01g09850	543	632	471	558	20.7937499	23.74439311	17.8597667	21.63674282	-0.148462954	4.394407825	0.605099788	1		
LOC_Os01g72820	327	322	292	275	12.52220298	12.09761801	11.07229698	10.66326931	-0.157667912	3.540400981	0.605146509	1		
LOC_Os01g53040	140	223	236	169	5.361187819	8.378164025	8.948842765	6.553063685	0.197974304	2.879872881	0.605214395	1		
LOC_Os07g47940	27	31	38	30	1.033943365	1.16467751	1.44091536	1.163265743	0.26555079	0.349433851	0.605242417	1		
LOC_Os05g50450	29	32	36	12	1.110531762	1.202247752	1.36507771	0.465306297	-0.316158003	0.148955427	0.605267514	1		
LOC_Os05g04630	20391	22131	24966	21009	780.8570058	831.4670315	946.6813918	814.6349998	0.149510531	9.716789418	0.605360612	1		
LOC_Os01g48210	575	671	563	534	22.01916426	25.20963256	21.34829863	20.70613022	-0.143955588	4.480817455	0.605372013	1		
LOC_Os06g01180	180	165	136	159	6.892955767	6.199089974	5.156960237	6.165308438	-0.186660419	2.624606434	0.605394504	1		
LOC_Os06g45080	463	474	555	457	17.730214	17.80829483	21.04494803	17.72041482	0.146813619	4.218003046	0.605466078	1		
LOC_Os08g41210	438	486	543	454	16.77285903	18.25913774	20.58992212	17.60408824	0.14683782	4.19674479	0.605507043	1		
LOC_Os08g14350	1925	2227	1701	1944	73.71633251	83.66892952	64.49992179	75.37962014	-0.145418749	6.213266597	0.605524839	1		
LOC_Os05g06710	736	1361	1213	1058	28.18453025	51.13309972	45.99553506	41.0245052	0.160348432	5.375252566	0.605594005	1		
LOC_Os02g48660	3799	5106	4023	3780	145.4796609	191.833657	152.5474341	146.5714836	-0.148726994	7.309379585	0.605608595	1		
LOC_Os03g01580	190	205	160	179	7.275897754	7.701899664	6.067012044	6.940818933	-0.179632378	2.818578579	0.605624986	1		
LOC_Os02g07260	8622	9888	8654	7615	330.1725812	371.4945555	328.1495139	295.2756211	-0.147766364	8.367543299	0.605703029	1		
LOC_Os10g08754	101	85	79	77	3.867714069	3.193470592	2.995587197	2.985715407	-0.217902106	1.735272192	0.605746081	1		
LOC_Os06g22060	3179	2976	3031	3604	121.7372577	111.809041	114.9319594	139.7469913	0.148115013	6.930756641	0.605755161	1		
LOC_Os03g64400	3919	3567	4138	3938	150.0749647	134.0130542	156.908099	152.6980165	0.145431479	7.212060965	0.605768899	1		
LOC_Os01g62880	330	524	539	392	12.63708557	19.68680695	20.43824682	15.20000571	0.164917493	4.087815074	0.605792164	1		
LOC_Os02g44111	266	312	330	299	10.18625686	11.72191559	12.51321234	11.5938819	0.161051604	3.530150666	0.605962854	1		
LOC_Os09g38080	840	624	665	625	32.16712691	23.44383117	25.21601881	24.23470298	-0.149690755	4.716787422	0.605965916	1		
LOC_Os08g14640	751	785	702	656	28.75894323	29.49264018	26.61901534	25.43674425	-0.139785128	4.785393868	0.606036118	1		
LOC_Os02g13200	394	373	315	356	15.08791429	14.01370036	11.94442996	13.80408682	-0.153738007	3.78241526	0.606196142	1		
LOC_Os01g42700	2833	3002	2548	2595	108.4874649	112.7858673	96.6171668	100.6224868	-0.142734901	6.706394155	0.606279136	1		
LOC_Os10g32110	172	101	143	166	6.586602177	3.794594469	5.422392014	6.436737111	0.211426219	2.494418791	0.606344385	1		
LOC_Os09g29670	52	163	104	67	1.991298333	6.123949489	3.943557829	2.597960159	-0.282652229	1.894857107	0.606362041	1		
LOC_Os04g36820	30	40	29	27	1.148825961	1.502809691	1.099645933	1.046939169	-0.280042561	0.347226994	0.606370865	1		
LOC_Os12g08740	639	552	531	519	24.46999297	20.73877373	20.13489622	20.12449735	-0.146070275	4.419439656	0.60637285	1		
LOC_Os04g58470	177	193	194	213	6.778073171	7.251056757	7.356252103	8.259186775	0.178120608	2.901942523	0.606376859	1		
LOC_Os01g50750	24	35	46	24	0.919060769	1.314958479	1.744265963	0.930612594	0.280716039	0.378445426	0.60647788	1		
LOC_Os02g10260	1333	1441	1240	1220	51.04616687	54.1387191	47.01934334	47.30614021	-0.134137645	5.638573402	0.606488674	1		
LOC_Os06g08910	747	685	633	632	28.60576643	25.73561595	24.0026164	24.50613165	-0.141994264	4.685479763	0.606529239	1		
LOC_Os09g39540	1319	1543	1294	1240	50.51004809	57.97088381	49.06695991	48.08165071	-0.135614897	5.681641698	0.606613026	1		
