TF.Gene.id	Target.gene.id
LOC_Os03g12940	LOC_Os04g52670
LOC_Os03g12940	LOC_Os10g35140
LOC_Os03g12940	LOC_Os01g03390
LOC_Os03g12940	LOC_Os01g60680
LOC_Os03g13614	LOC_Os07g47630
LOC_Os03g13614	LOC_Os10g26859
LOC_Os03g13614	LOC_Os03g07890
LOC_Os03g13614	LOC_Os02g58139
LOC_Os03g13614	LOC_Os10g30951
LOC_Os03g13614	LOC_Os07g48820
LOC_Os03g13614	LOC_Os05g50090
LOC_Os03g13614	LOC_Os01g73080
LOC_Os03g13614	LOC_Os03g45180
LOC_Os03g13614	LOC_Os12g37890
LOC_Os03g13614	LOC_Os02g07709
LOC_Os03g13614	LOC_Os06g04640
LOC_Os03g13614	LOC_Os01g64870
LOC_Os03g13614	LOC_Os02g57710
LOC_Os03g13614	LOC_Os06g49240
LOC_Os03g13614	LOC_Os03g13550
LOC_Os03g13614	LOC_Os05g41620
LOC_Os03g13614	LOC_Os03g32420
LOC_Os03g13614	LOC_Os06g21620
LOC_Os03g13614	LOC_Os06g47350
LOC_Os03g13614	LOC_Os11g02650
LOC_Os03g13614	LOC_Os03g42010
LOC_Os03g13614	LOC_Os08g37310
LOC_Os03g13614	LOC_Os09g07380
LOC_Os03g13614	LOC_Os04g24160
LOC_Os03g13614	LOC_Os03g46190
LOC_Os03g13614	LOC_Os10g37420
LOC_Os03g13614	LOC_Os11g02660
LOC_Os03g13614	LOC_Os03g11410
LOC_Os03g13614	LOC_Os03g21914
LOC_Os03g13614	LOC_Os02g38980
LOC_Os03g13614	LOC_Os07g06740
LOC_Os03g13614	LOC_Os04g58550
LOC_Os03g13614	LOC_Os05g02260
LOC_Os03g13614	LOC_Os01g63460
LOC_Os03g13614	LOC_Os03g60500
LOC_Os03g13614	LOC_Os02g34700
LOC_Os03g13614	LOC_Os03g12810
LOC_Os03g13614	LOC_Os09g38020
LOC_Os03g13614	LOC_Os09g33820
LOC_Os03g13614	LOC_Os05g36920
LOC_Os03g13614	LOC_Os01g52120
LOC_Os03g13614	LOC_Os03g19870
LOC_Os03g13614	LOC_Os01g52110
LOC_Os03g13614	LOC_Os07g36140
LOC_Os03g13614	LOC_Os08g27030
LOC_Os03g13614	LOC_Os11g32369
LOC_Os03g13614	LOC_Os03g06420
LOC_Os03g13614	LOC_Os09g20020
LOC_Os03g13614	LOC_Os07g35340
LOC_Os03g13614	LOC_Os05g49160
LOC_Os03g13614	LOC_Os05g35440
LOC_Os03g13614	LOC_Os07g08070
LOC_Os03g13614	LOC_Os06g51290
LOC_Os03g13614	LOC_Os08g33082
LOC_Os03g13614	LOC_Os07g47510
LOC_Os03g13614	LOC_Os02g43720
LOC_Os03g14270	LOC_Os10g30540
LOC_Os03g14270	LOC_Os10g32444
LOC_Os03g14270	LOC_Os03g05920
LOC_Os03g14270	LOC_Os03g32040
LOC_Os03g14270	LOC_Os04g34050
LOC_Os03g14270	LOC_Os03g14990
LOC_Os03g14270	LOC_Os03g53740
LOC_Os03g14270	LOC_Os08g41440
LOC_Os03g14270	LOC_Os04g38920
LOC_Os03g14270	LOC_Os03g19010
LOC_Os03g14270	LOC_Os02g51610
LOC_Os03g14270	LOC_Os09g35630
LOC_Os03g14270	LOC_Os02g48190
LOC_Os03g14270	LOC_Os10g40250
LOC_Os03g14270	LOC_Os03g01150
LOC_Os03g14270	LOC_Os03g25140
LOC_Os03g14270	LOC_Os02g03294
LOC_Os03g14270	LOC_Os10g39670
LOC_Os03g14270	LOC_Os01g36610
LOC_Os03g14270	LOC_Os08g33190
LOC_Os03g14270	LOC_Os02g10720
LOC_Os03g14270	LOC_Os01g48290
LOC_Os03g14270	LOC_Os10g38740
LOC_Os03g14270	LOC_Os02g19640
LOC_Os03g14270	LOC_Os04g42250
LOC_Os03g14270	LOC_Os01g09660
LOC_Os03g14270	LOC_Os03g18770
LOC_Os03g14270	LOC_Os02g32980
LOC_Os03g14270	LOC_Os05g45450
LOC_Os03g14270	LOC_Os01g10290
LOC_Os03g14270	LOC_Os02g42990
LOC_Os03g14270	LOC_Os07g07920
LOC_Os03g14270	LOC_Os05g36110
LOC_Os03g14270	LOC_Os05g49070
LOC_Os03g14270	LOC_Os03g62250
LOC_Os03g14270	LOC_Os01g61060
LOC_Os03g14270	LOC_Os03g14258
LOC_Os03g15010	LOC_Os03g57430
LOC_Os03g15010	LOC_Os12g07730
LOC_Os03g15010	LOC_Os12g42550
LOC_Os03g15010	LOC_Os08g25799
LOC_Os03g15010	LOC_Os11g42350
LOC_Os03g15010	LOC_Os09g27450
LOC_Os03g15010	LOC_Os02g47744
LOC_Os03g15010	LOC_Os01g56140
LOC_Os03g15010	LOC_Os05g02260
LOC_Os03g15010	LOC_Os10g41650
LOC_Os03g15010	LOC_Os04g01970
LOC_Os03g15010	LOC_Os02g44220
LOC_Os03g15010	LOC_Os01g33020
LOC_Os03g15010	LOC_Os09g20020
LOC_Os03g15010	LOC_Os04g01650
LOC_Os03g15010	LOC_Os09g39970
LOC_Os03g15010	LOC_Os11g03760
LOC_Os03g15010	LOC_Os06g30700
LOC_Os03g15010	LOC_Os03g06420
LOC_Os03g15010	LOC_Os04g57360
LOC_Os03g15010	LOC_Os02g39300
LOC_Os03g15010	LOC_Os03g12810
LOC_Os03g15440	LOC_Os04g59260
LOC_Os03g15440	LOC_Os06g23420
LOC_Os03g15440	LOC_Os04g43670
LOC_Os03g15440	LOC_Os03g07810
LOC_Os03g15440	LOC_Os03g06510
LOC_Os03g15440	LOC_Os03g49610
LOC_Os03g15440	LOC_Os06g06790
LOC_Os03g15440	LOC_Os01g46430
LOC_Os03g15440	LOC_Os01g01890
LOC_Os03g15440	LOC_Os01g40700
LOC_Os03g15440	LOC_Os05g39850
LOC_Os03g15440	LOC_Os02g58220
LOC_Os03g15440	LOC_Os02g34410
LOC_Os03g15440	LOC_Os06g08790
LOC_Os03g15440	LOC_Os01g48850
LOC_Os03g15440	LOC_Os08g39070
LOC_Os03g15440	LOC_Os03g22880
LOC_Os03g15440	LOC_Os06g08770
LOC_Os03g15440	LOC_Os09g10201
LOC_Os03g15440	LOC_Os04g38880
LOC_Os03g15440	LOC_Os03g56850
LOC_Os03g15440	LOC_Os09g34100
LOC_Os03g15440	LOC_Os12g38000
LOC_Os03g15440	LOC_Os03g01850
LOC_Os03g15440	LOC_Os08g33370
LOC_Os03g15440	LOC_Os11g22350
LOC_Os03g15440	LOC_Os03g23020
LOC_Os03g15440	LOC_Os03g63540
LOC_Os03g16850	LOC_Os03g14258
LOC_Os03g16850	LOC_Os10g33990
LOC_Os03g16850	LOC_Os06g12730
LOC_Os03g16850	LOC_Os03g53210
LOC_Os03g16850	LOC_Os10g27120
LOC_Os03g16850	LOC_Os08g13840
LOC_Os03g16850	LOC_Os11g05860
LOC_Os03g16850	LOC_Os11g13830
LOC_Os03g16850	LOC_Os05g39560
LOC_Os03g16850	LOC_Os05g33670
LOC_Os03g16850	LOC_Os04g35070
LOC_Os03g16850	LOC_Os06g47340
LOC_Os03g16850	LOC_Os03g19390
LOC_Os03g16850	LOC_Os05g23670
LOC_Os03g16850	LOC_Os03g57910
LOC_Os03g16850	LOC_Os09g29110
LOC_Os03g16850	LOC_Os10g39400
LOC_Os03g16850	LOC_Os07g49280
LOC_Os03g16850	LOC_Os01g51540
LOC_Os03g16850	LOC_Os09g27960
LOC_Os03g16850	LOC_Os09g26710
LOC_Os03g16850	LOC_Os07g44890
LOC_Os03g16850	LOC_Os06g04020
LOC_Os03g16850	LOC_Os03g53500
LOC_Os03g16850	LOC_Os05g46520
LOC_Os03g16850	LOC_Os02g14790
LOC_Os03g16850	LOC_Os02g10940
LOC_Os03g16850	LOC_Os12g36060
LOC_Os03g16850	LOC_Os11g06860
LOC_Os03g16850	LOC_Os02g56180
LOC_Os03g16850	LOC_Os03g45790
LOC_Os03g16850	LOC_Os07g08070
LOC_Os03g16850	LOC_Os01g18160
LOC_Os03g16850	LOC_Os11g39640
LOC_Os03g17130	LOC_Os08g13320
LOC_Os03g17130	LOC_Os03g16220
LOC_Os03g17130	LOC_Os04g39150
LOC_Os03g17130	LOC_Os11g03130
LOC_Os03g17130	LOC_Os01g39280
LOC_Os03g17130	LOC_Os11g02660
LOC_Os03g17130	LOC_Os02g57270
LOC_Os03g17810	LOC_Os10g35070
LOC_Os03g17810	LOC_Os02g13600
LOC_Os03g17810	LOC_Os03g19010
LOC_Os03g17810	LOC_Os01g64790
LOC_Os03g17810	LOC_Os02g47650
LOC_Os03g17810	LOC_Os12g43870
LOC_Os03g17810	LOC_Os09g31060
LOC_Os03g17810	LOC_Os11g07600
LOC_Os03g17810	LOC_Os03g48380
LOC_Os03g17810	LOC_Os06g30400
LOC_Os03g17810	LOC_Os06g45070
LOC_Os03g17810	LOC_Os07g48820
LOC_Os03g17810	LOC_Os03g57349
LOC_Os03g17810	LOC_Os02g25780
LOC_Os03g17810	LOC_Os04g48810
LOC_Os03g17810	LOC_Os03g55990
LOC_Os03g17810	LOC_Os01g20930
LOC_Os03g17810	LOC_Os04g53170
LOC_Os03g17810	LOC_Os06g15380
LOC_Os03g17810	LOC_Os03g55320
LOC_Os03g17810	LOC_Os05g41380
LOC_Os03g17810	LOC_Os03g18560
LOC_Os03g17810	LOC_Os01g47270
LOC_Os03g17810	LOC_Os05g36320
LOC_Os03g17810	LOC_Os01g38660
LOC_Os03g17810	LOC_Os01g09660
LOC_Os03g17810	LOC_Os09g36510
LOC_Os03g17810	LOC_Os03g44159
LOC_Os03g17810	LOC_Os01g74360
LOC_Os03g17810	LOC_Os04g45900
LOC_Os03g17810	LOC_Os05g44650
LOC_Os03g17810	LOC_Os07g42610
LOC_Os03g17810	LOC_Os09g01590
LOC_Os03g17810	LOC_Os04g31690
LOC_Os03g17810	LOC_Os05g40020
LOC_Os03g17810	LOC_Os11g02250
LOC_Os03g17810	LOC_Os02g22374
LOC_Os03g17810	LOC_Os06g42840
LOC_Os03g17810	LOC_Os05g50330
LOC_Os03g17810	LOC_Os03g60500
LOC_Os03g17810	LOC_Os03g01150
LOC_Os03g17810	LOC_Os07g41420
LOC_Os03g17810	LOC_Os05g44792
LOC_Os03g17810	LOC_Os05g05210
LOC_Os03g17810	LOC_Os09g29239
LOC_Os03g17810	LOC_Os06g04020
LOC_Os03g17810	LOC_Os03g45779
LOC_Os03g17810	LOC_Os01g53820
LOC_Os03g17810	LOC_Os02g50710
LOC_Os03g17810	LOC_Os01g56940
LOC_Os03g17810	LOC_Os11g02660
LOC_Os03g17810	LOC_Os01g53470
LOC_Os03g17810	LOC_Os11g26150
LOC_Os03g17810	LOC_Os03g49450
LOC_Os03g17810	LOC_Os12g06190
LOC_Os03g17810	LOC_Os05g45450
LOC_Os03g17810	LOC_Os05g14040
LOC_Os03g17810	LOC_Os01g59100
LOC_Os03g17810	LOC_Os03g46052
LOC_Os03g17810	LOC_Os01g67540
LOC_Os03g17810	LOC_Os02g57710
LOC_Os03g17810	LOC_Os03g62250
LOC_Os03g17810	LOC_Os02g14080
LOC_Os03g17810	LOC_Os05g27110
LOC_Os03g17810	LOC_Os01g20800
LOC_Os03g17810	LOC_Os04g49180
LOC_Os03g17810	LOC_Os08g05550
LOC_Os03g17810	LOC_Os03g08500
LOC_Os03g17810	LOC_Os04g53214
LOC_Os03g17810	LOC_Os01g42200
LOC_Os03g17810	LOC_Os01g69270
LOC_Os03g17810	LOC_Os10g26859
LOC_Os03g17810	LOC_Os10g42404
LOC_Os03g17810	LOC_Os08g14310
LOC_Os03g17810	LOC_Os01g46800
LOC_Os03g17810	LOC_Os04g54560
LOC_Os03g18340	LOC_Os01g10880
LOC_Os03g18340	LOC_Os04g37590
LOC_Os03g18340	LOC_Os12g07120
LOC_Os03g18340	LOC_Os03g52794
LOC_Os03g18340	LOC_Os09g02400
LOC_Os03g18340	LOC_Os11g12330
LOC_Os03g18340	LOC_Os03g15840
LOC_Os03g18340	LOC_Os10g36980
LOC_Os03g18340	LOC_Os04g33440
LOC_Os03g18340	LOC_Os06g50090
LOC_Os03g18340	LOC_Os01g13660
LOC_Os03g18340	LOC_Os11g12320
LOC_Os03g18340	LOC_Os03g48225
LOC_Os03g18340	LOC_Os02g08200
LOC_Os03g18340	LOC_Os04g39960
LOC_Os03g18340	LOC_Os04g56530
LOC_Os03g18340	LOC_Os03g48820
LOC_Os03g18340	LOC_Os06g34970
LOC_Os03g18340	LOC_Os05g38290
LOC_Os03g18340	LOC_Os05g49260
LOC_Os03g18340	LOC_Os06g15380
LOC_Os03g18340	LOC_Os03g41064
LOC_Os03g18340	LOC_Os03g11990
LOC_Os03g18340	LOC_Os06g07820
LOC_Os03g18340	LOC_Os07g37750
LOC_Os03g19370	LOC_Os01g56240
LOC_Os03g19370	LOC_Os01g08840
LOC_Os03g19370	LOC_Os01g56420
LOC_Os03g19370	LOC_Os01g08300
LOC_Os03g19370	LOC_Os04g31030
LOC_Os03g19370	LOC_Os01g64470
LOC_Os03g19370	LOC_Os01g72910
LOC_Os03g19370	LOC_Os01g65330
LOC_Os03g19370	LOC_Os04g50680
LOC_Os03g19370	LOC_Os02g43710
LOC_Os03g19370	LOC_Os08g07620
LOC_Os03g19370	LOC_Os05g49790
LOC_Os03g19370	LOC_Os02g58070
LOC_Os03g19370	LOC_Os07g44100
LOC_Os03g19370	LOC_Os02g30770
LOC_Os03g19370	LOC_Os05g32200
LOC_Os03g19370	LOC_Os05g03860
LOC_Os03g19370	LOC_Os02g31867
LOC_Os03g19370	LOC_Os10g17780
LOC_Os03g19370	LOC_Os07g49080
LOC_Os03g19370	LOC_Os02g04110
LOC_Os03g19370	LOC_Os08g44870
LOC_Os03g19370	LOC_Os06g49710
LOC_Os03g19370	LOC_Os10g02670
LOC_Os03g20310	LOC_Os04g57540
LOC_Os03g20310	LOC_Os08g34750
LOC_Os03g20310	LOC_Os01g64780
LOC_Os03g20310	LOC_Os08g34060
LOC_Os03g20310	LOC_Os02g57260
LOC_Os03g20310	LOC_Os02g44990
LOC_Os03g20310	LOC_Os01g18090
LOC_Os03g20310	LOC_Os04g43690
LOC_Os03g20310	LOC_Os11g36430
LOC_Os03g20310	LOC_Os01g43480
LOC_Os03g20310	LOC_Os03g05280
LOC_Os03g20310	LOC_Os03g08860
LOC_Os03g20310	LOC_Os09g19890
LOC_Os03g20310	LOC_Os02g02940
LOC_Os03g20310	LOC_Os08g35590
LOC_Os03g20310	LOC_Os01g49830
LOC_Os03g20310	LOC_Os11g36440
LOC_Os03g20310	LOC_Os11g40500
LOC_Os03g20310	LOC_Os03g57900
LOC_Os03g20310	LOC_Os01g47730
LOC_Os03g20550	LOC_Os06g45110
LOC_Os03g20550	LOC_Os04g50950
LOC_Os03g20550	LOC_Os11g12330
LOC_Os03g20550	LOC_Os02g04340
LOC_Os03g20550	LOC_Os09g25560
LOC_Os03g20550	LOC_Os06g13180
LOC_Os03g20550	LOC_Os05g34680
LOC_Os03g20550	LOC_Os03g14150
LOC_Os03g20550	LOC_Os12g07290
LOC_Os03g20550	LOC_Os02g44230
LOC_Os03g20550	LOC_Os09g37080
LOC_Os03g20550	LOC_Os03g21640
LOC_Os03g20550	LOC_Os11g05800
LOC_Os03g20550	LOC_Os10g43060
LOC_Os03g20550	LOC_Os03g10250
LOC_Os03g20550	LOC_Os01g08170
LOC_Os03g20550	LOC_Os06g01304
LOC_Os03g20550	LOC_Os03g53270
LOC_Os03g20550	LOC_Os05g33410
LOC_Os03g20550	LOC_Os12g02520
LOC_Os03g20550	LOC_Os01g05590
LOC_Os03g20550	LOC_Os12g36070
LOC_Os03g20650	LOC_Os03g02780
LOC_Os03g20650	LOC_Os01g05630
LOC_Os03g20650	LOC_Os03g46190
LOC_Os03g20650	LOC_Os09g33670
LOC_Os03g20650	LOC_Os09g38020
LOC_Os03g20650	LOC_Os08g39070
LOC_Os03g20650	LOC_Os03g12140
LOC_Os03g20650	LOC_Os05g38480
LOC_Os03g20650	LOC_Os01g07260
LOC_Os03g20650	LOC_Os02g54770
LOC_Os03g20650	LOC_Os04g40740
LOC_Os03g20650	LOC_Os11g06860
LOC_Os03g20650	LOC_Os09g17580
LOC_Os03g20650	LOC_Os07g29320
LOC_Os03g20650	LOC_Os07g42395
LOC_Os03g20650	LOC_Os07g13170
LOC_Os03g20650	LOC_Os09g29970
LOC_Os03g20650	LOC_Os01g04730
LOC_Os03g20650	LOC_Os07g37150
LOC_Os03g20650	LOC_Os09g31180
LOC_Os03g20650	LOC_Os07g44004
LOC_Os03g20650	LOC_Os02g50630
LOC_Os03g20650	LOC_Os03g57569
LOC_Os03g20650	LOC_Os03g46930
LOC_Os03g20780	LOC_Os09g32870
LOC_Os03g20780	LOC_Os09g31454
LOC_Os03g20780	LOC_Os03g25480
LOC_Os03g20780	LOC_Os03g38590
LOC_Os03g20780	LOC_Os03g63950
LOC_Os03g20780	LOC_Os01g63190
LOC_Os03g20780	LOC_Os04g44300
LOC_Os03g20780	LOC_Os03g60500
LOC_Os03g20780	LOC_Os05g45450
LOC_Os03g20780	LOC_Os07g35790
LOC_Os03g20780	LOC_Os01g51020
LOC_Os03g20780	LOC_Os07g05480
LOC_Os03g20780	LOC_Os01g59080
LOC_Os03g20780	LOC_Os01g50890
LOC_Os03g20780	LOC_Os09g32030
LOC_Os03g20780	LOC_Os05g36330
LOC_Os03g20780	LOC_Os07g47620
LOC_Os03g20780	LOC_Os10g03550
LOC_Os03g20780	LOC_Os02g26440
LOC_Os03g20780	LOC_Os05g35470
LOC_Os03g20780	LOC_Os11g40500
LOC_Os03g20780	LOC_Os01g04010
LOC_Os03g20780	LOC_Os08g43640
LOC_Os03g20780	LOC_Os11g05562
LOC_Os03g20780	LOC_Os01g14640
LOC_Os03g20780	LOC_Os11g39320
LOC_Os03g20780	LOC_Os05g46220
LOC_Os03g20780	LOC_Os09g30300
LOC_Os03g20780	LOC_Os05g04700
LOC_Os03g20780	LOC_Os10g39680
LOC_Os03g20780	LOC_Os07g10660
LOC_Os03g20780	LOC_Os05g41180
LOC_Os03g20780	LOC_Os06g40640
LOC_Os03g20780	LOC_Os03g21560
LOC_Os03g20780	LOC_Os06g50154
LOC_Os03g20780	LOC_Os01g72260
LOC_Os03g20780	LOC_Os04g53780
LOC_Os03g20780	LOC_Os02g02900
LOC_Os03g20780	LOC_Os01g07360
LOC_Os03g20780	LOC_Os05g33620
LOC_Os03g20780	LOC_Os04g48810
LOC_Os03g20780	LOC_Os08g05280
LOC_Os03g20780	LOC_Os05g36310
LOC_Os03g20780	LOC_Os03g25470
LOC_Os03g20780	LOC_Os05g15890
LOC_Os03g20780	LOC_Os01g64870
LOC_Os03g20780	LOC_Os02g42570
LOC_Os03g20790	LOC_Os01g74360
LOC_Os03g20790	LOC_Os07g48630
LOC_Os03g20790	LOC_Os02g48184
LOC_Os03g20790	LOC_Os09g31454
LOC_Os03g20790	LOC_Os02g39330
LOC_Os03g20790	LOC_Os01g04010
LOC_Os03g20790	LOC_Os05g36330
LOC_Os03g20790	LOC_Os04g57540
LOC_Os03g20790	LOC_Os02g44010
LOC_Os03g20790	LOC_Os04g48810
LOC_Os03g20790	LOC_Os06g01400
LOC_Os03g20790	LOC_Os06g50154
LOC_Os03g20790	LOC_Os01g72260
LOC_Os03g20790	LOC_Os05g15890
LOC_Os03g20790	LOC_Os04g53780
LOC_Os03g21030	LOC_Os03g58150
LOC_Os03g21030	LOC_Os03g54760
LOC_Os03g21030	LOC_Os01g52730
LOC_Os03g21030	LOC_Os01g54350
LOC_Os03g21030	LOC_Os01g48446
LOC_Os03g21030	LOC_Os03g60560
LOC_Os03g21030	LOC_Os08g38220
LOC_Os03g21030	LOC_Os01g44120
LOC_Os03g21030	LOC_Os04g58890
LOC_Os03g21030	LOC_Os10g14180
LOC_Os03g21030	LOC_Os01g43480
LOC_Os03g21030	LOC_Os04g45040
LOC_Os03g21030	LOC_Os05g02770
LOC_Os03g21030	LOC_Os03g19310
LOC_Os03g21030	LOC_Os03g04110
LOC_Os03g21030	LOC_Os01g63690
LOC_Os03g21030	LOC_Os08g09240
LOC_Os03g21030	LOC_Os01g51030
LOC_Os03g21060	LOC_Os01g10820
LOC_Os03g21060	LOC_Os02g01332
LOC_Os03g21060	LOC_Os08g33820
LOC_Os03g21060	LOC_Os08g33370
LOC_Os03g21060	LOC_Os08g01220
LOC_Os03g21060	LOC_Os02g02524
LOC_Os03g21060	LOC_Os12g36640
LOC_Os03g21060	LOC_Os02g52630
LOC_Os03g21060	LOC_Os04g55190
LOC_Os03g21060	LOC_Os05g07700
LOC_Os03g21060	LOC_Os03g14570
LOC_Os03g21060	LOC_Os04g50960
LOC_Os03g21060	LOC_Os01g58335
LOC_Os03g21060	LOC_Os02g47120
LOC_Os03g21060	LOC_Os06g50870
LOC_Os03g21060	LOC_Os06g50070
LOC_Os03g21060	LOC_Os01g55660
LOC_Os03g21060	LOC_Os03g10950
LOC_Os03g21060	LOC_Os05g48220
LOC_Os03g21060	LOC_Os01g12740
LOC_Os03g21060	LOC_Os01g46720
LOC_Os03g21060	LOC_Os04g41990
LOC_Os03g21060	LOC_Os08g40170
LOC_Os03g21060	LOC_Os01g64660
LOC_Os03g21060	LOC_Os02g37060
LOC_Os03g21060	LOC_Os06g45830
LOC_Os03g21060	LOC_Os03g17000
LOC_Os03g21060	LOC_Os02g46660
LOC_Os03g21660	LOC_Os02g47370
LOC_Os03g21660	LOC_Os05g32474
LOC_Os03g21660	LOC_Os01g66320
LOC_Os03g21660	LOC_Os02g18612
LOC_Os03g21660	LOC_Os12g38640
LOC_Os03g21660	LOC_Os04g46390
LOC_Os03g21660	LOC_Os06g50040
LOC_Os03g21660	LOC_Os02g34680
LOC_Os03g21660	LOC_Os08g13570
LOC_Os03g21660	LOC_Os03g51960
LOC_Os03g21660	LOC_Os02g48110
LOC_Os03g21660	LOC_Os02g06560
LOC_Os03g21660	LOC_Os07g49520
LOC_Os03g21660	LOC_Os06g04020
LOC_Os03g21660	LOC_Os11g06590
LOC_Os03g21660	LOC_Os03g45779
LOC_Os03g21660	LOC_Os01g68950
LOC_Os03g21660	LOC_Os01g12260
LOC_Os03g21660	LOC_Os01g69060
LOC_Os03g21660	LOC_Os02g30320
LOC_Os03g21660	LOC_Os01g65700
LOC_Os03g21660	LOC_Os07g23354
LOC_Os03g21660	LOC_Os02g44770
LOC_Os03g21660	LOC_Os03g10160
LOC_Os03g21660	LOC_Os11g40770
LOC_Os03g21660	LOC_Os03g47169
LOC_Os03g21660	LOC_Os08g41790
LOC_Os03g21660	LOC_Os03g11970
LOC_Os03g21660	LOC_Os01g11946
LOC_Os03g21660	LOC_Os03g10880
LOC_Os03g21660	LOC_Os02g07000
LOC_Os03g21660	LOC_Os07g11010
LOC_Os03g21660	LOC_Os07g10780
LOC_Os03g21660	LOC_Os04g33110
LOC_Os03g21660	LOC_Os08g41590
LOC_Os03g21660	LOC_Os03g04610
LOC_Os03g21660	LOC_Os10g42960
LOC_Os03g21660	LOC_Os10g40934
LOC_Os03g21660	LOC_Os01g59930
LOC_Os03g21660	LOC_Os12g19381
LOC_Os03g21660	LOC_Os05g44060
LOC_Os03g21660	LOC_Os11g36440
LOC_Os03g21660	LOC_Os08g21660
LOC_Os03g21660	LOC_Os04g44920
LOC_Os03g21660	LOC_Os05g02780
LOC_Os03g21660	LOC_Os05g32140
LOC_Os03g21660	LOC_Os05g34770
LOC_Os03g21660	LOC_Os08g43560
LOC_Os03g21660	LOC_Os03g03290
LOC_Os03g21660	LOC_Os01g65692
LOC_Os03g21660	LOC_Os07g36320
LOC_Os03g21660	LOC_Os12g01540
LOC_Os03g21660	LOC_Os05g08410
LOC_Os03g21660	LOC_Os06g48190
LOC_Os03g21660	LOC_Os07g05000
LOC_Os03g21660	LOC_Os02g10070
LOC_Os03g21660	LOC_Os02g36780
LOC_Os03g21660	LOC_Os03g15930
LOC_Os03g21660	LOC_Os04g47140
LOC_Os03g21660	LOC_Os02g40830
LOC_Os03g21660	LOC_Os02g49680
LOC_Os03g21660	LOC_Os09g35800
LOC_Os03g21660	LOC_Os04g38410
LOC_Os03g21660	LOC_Os06g04140
LOC_Os03g21660	LOC_Os04g43030
LOC_Os03g21660	LOC_Os01g68490
LOC_Os03g21660	LOC_Os12g35080
LOC_Os03g21660	LOC_Os01g20930
LOC_Os03g21660	LOC_Os01g66890
LOC_Os03g21710	LOC_Os06g10109
LOC_Os03g21710	LOC_Os01g71710
LOC_Os03g21710	LOC_Os03g15080
LOC_Os03g21710	LOC_Os09g25200
LOC_Os03g21710	LOC_Os06g13090
LOC_Os03g21710	LOC_Os04g31030
LOC_Os03g21710	LOC_Os06g43670
LOC_Os03g21710	LOC_Os06g36270
LOC_Os03g21710	LOC_Os01g62500
LOC_Os03g21710	LOC_Os05g36360
LOC_Os03g21710	LOC_Os07g49080
LOC_Os03g21710	LOC_Os01g60420
LOC_Os03g21710	LOC_Os11g10470
LOC_Os03g21710	LOC_Os03g55540
LOC_Os03g21710	LOC_Os10g34840
LOC_Os03g21710	LOC_Os02g54050
LOC_Os03g21710	LOC_Os01g61080
LOC_Os03g21710	LOC_Os06g38764
LOC_Os03g21710	LOC_Os06g34450
LOC_Os03g21710	LOC_Os02g09960
LOC_Os03g21710	LOC_Os11g45924
LOC_Os03g21710	LOC_Os09g36190
LOC_Os03g21710	LOC_Os03g17670
LOC_Os03g21710	LOC_Os04g58870
LOC_Os03g21710	LOC_Os06g43190
LOC_Os03g21710	LOC_Os04g03920
LOC_Os03g21710	LOC_Os02g43710
LOC_Os03g21710	LOC_Os01g66840
LOC_Os03g21710	LOC_Os06g05700
LOC_Os03g21710	LOC_Os05g05940
LOC_Os03g21710	LOC_Os11g08370
LOC_Os03g21710	LOC_Os01g11054
LOC_Os03g21710	LOC_Os03g40650
LOC_Os03g21710	LOC_Os02g50940
LOC_Os03g21800	LOC_Os04g52770
LOC_Os03g21800	LOC_Os03g20010
LOC_Os03g21800	LOC_Os03g03060
LOC_Os03g21800	LOC_Os09g25060
LOC_Os03g21800	LOC_Os07g43390
LOC_Os03g21800	LOC_Os03g21120
LOC_Os03g21800	LOC_Os05g36310
LOC_Os03g21800	LOC_Os08g19830
LOC_Os03g21800	LOC_Os04g51120
LOC_Os03g21800	LOC_Os04g43150
LOC_Os03g21800	LOC_Os01g01780
LOC_Os03g21800	LOC_Os04g36760
LOC_Os03g21800	LOC_Os01g01302
LOC_Os03g21800	LOC_Os01g60450
LOC_Os03g21800	LOC_Os01g05070
LOC_Os03g21800	LOC_Os02g03720
LOC_Os03g21800	LOC_Os07g31440
LOC_Os03g21800	LOC_Os02g21460
LOC_Os03g21800	LOC_Os07g48370
LOC_Os03g21800	LOC_Os09g33500
LOC_Os03g21800	LOC_Os04g45090
LOC_Os03g21800	LOC_Os04g39090
LOC_Os03g21800	LOC_Os02g42160
LOC_Os03g21800	LOC_Os01g56240
LOC_Os03g21800	LOC_Os08g08230
LOC_Os03g21800	LOC_Os01g11590
LOC_Os03g21800	LOC_Os04g45000
LOC_Os03g21800	LOC_Os04g43130
LOC_Os03g21800	LOC_Os05g34880
LOC_Os03g25120	LOC_Os07g44730
LOC_Os03g25120	LOC_Os03g22450
LOC_Os03g25120	LOC_Os02g14059
LOC_Os03g25120	LOC_Os08g35580
LOC_Os03g25120	LOC_Os02g37109
LOC_Os03g25120	LOC_Os07g46760
LOC_Os03g25120	LOC_Os02g35700
LOC_Os03g25120	LOC_Os07g06980
LOC_Os03g25120	LOC_Os04g42174
LOC_Os03g25120	LOC_Os04g40010
LOC_Os03g25120	LOC_Os06g04010
LOC_Os03g25120	LOC_Os11g36030
LOC_Os03g25120	LOC_Os01g13700
LOC_Os03g25120	LOC_Os10g36680
LOC_Os03g25120	LOC_Os02g35690
